Time (s),Mass (kg),,Pull force (kg)
59.51579309,69.2895,,-5.46205
59.53218818,69.12,,-5.29255
59.54418302,68.6506,,-4.82315
59.556602,68.4599,,-4.63245
59.56890011,68.4251,,-4.59765
59.58127189,68.6586,,-4.83115
59.59346795,68.9726,,-5.14515
59.60974789,69.1293,,-5.30185
59.62213588,69.0204,,-5.19295
59.63441801,68.7341,,-4.90665
59.64673901,68.3924,,-4.56495
59.65899515,68.0284,,-4.20095
59.67131996,67.648,,-3.82055
59.68758392,66.7819,,-2.95445
59.7005589,66.3937,,-2.56625
59.71226406,66.0128,,-2.18535
59.7248261,65.624,,-1.79655
59.73681307,65.2649,,-1.43745
59.75306416,64.9332,,-1.10575
59.76582289,64.5857,,-0.75825
59.77774715,64.2483,,-0.42085
59.79059291,64.0497,,-0.22225
59.80236197,63.9375,,-0.11005
59.814924,63.3825,,0.44495
59.83087492,62.9819,,0.84555
59.84321809,62.6175,,1.20995
59.85551405,62.3767,,1.45075
59.8680191,62.2282,,1.59925
59.88033605,62.1614,,1.66605
59.89252281,62.1167,,1.71075
59.90870595,62.0636,,1.76385
59.92107987,62.0343,,1.79315
59.93347192,62.0433,,1.78415
59.94571996,62.2885,,1.53895
59.95799112,62.3282,,1.49925
59.97035098,62.1999,,1.62755
59.98653293,61.8825,,1.94495
59.99889708,61.5026,,2.32485
60.01122713,61.1955,,2.63195
60.02341485,61.0928,,2.73465
60.03587794,61.1085,,2.71895
60.0481379,61.2412,,2.58625
60.06440806,61.2795,,2.54795
60.07673407,61.051,,2.77645
60.08908987,60.3049,,3.52255
60.10135007,60.176,,3.65145
60.11364913,60.3455,,3.48195
60.1299088,60.6814,,3.14605
60.14221883,60.9297,,2.89775
60.15449595,60.9289,,2.89855
60.16725183,60.649,,3.17845
60.17926002,60.1671,,3.66035
60.19149208,59.6125,,4.21495
60.20765686,59.0664,,4.76105
60.22011685,58.4277,,5.39975
60.23241591,58.5033,,5.32415
60.24468899,58.837,,4.99045
60.25699019,59.1162,,4.71125
60.26964116,59.1013,,4.72615
60.28560495,58.7788,,5.04865
60.29784894,58.4081,,5.41935
60.31016207,58.137,,5.69045
60.32288599,58.0161,,5.81135
60.33485723,58.0012,,5.82625
60.34710503,57.943,,5.88445
60.363343,57.7531,,6.07435
60.37565303,57.4007,,6.42675
60.3879981,56.9214,,6.90605
60.40031505,56.308,,7.51945
60.41265607,55.6665,,8.16095
60.42522597,55.2023,,8.62515
60.44119096,55.1579,,8.66955
60.45350695,55.5792,,8.24825
60.46660805,56.2012,,7.62625
60.47907805,56.6208,,7.20665
60.49052,56.1575,,7.66995
60.50664806,55.4015,,8.42595
60.51912808,54.5293,,9.29815
60.53152204,53.723,,10.10445
60.5436132,53.257,,10.57045
60.55597305,53.1892,,10.63825
60.56849504,53.3635,,10.46395
60.5845201,53.598,,10.22945
60.59686708,53.6263,,10.20115
60.609164,53.3955,,10.43195
60.62156677,52.5991,,11.22835
60.63414216,52.2851,,11.54235
60.64612293,52.1706,,11.65685
60.66230798,52.2858,,11.54165
60.67471886,52.4967,,11.33075
60.68756485,52.7133,,11.11415
60.69942284,52.9855,,10.84195
60.71207809,53.3162,,10.51125
60.72400403,53.7384,,10.08905
60.74021912,54.1878,,9.63965
60.75251603,54.7242,,9.10325
60.76499796,54.9624,,8.86505
60.77718282,55.2271,,8.60035
60.78945494,55.521,,8.30645
60.8023138,55.8859,,7.94155
60.81920505,56.2938,,7.53365
60.83041,56.6988,,7.12865
60.84264684,57.0618,,6.76565
60.85493183,57.3633,,6.46415
60.86755705,57.5512,,6.27625
60.88349509,57.6798,,6.14765
60.89583206,57.907,,5.92045
60.90813088,58.0678,,5.75965
60.92132998,58.3222,,5.50525
60.93298817,58.6378,,5.18965
60.94535398,58.941,,4.88645
60.96127701,59.1617,,4.66575
60.97410607,59.3008,,4.52665
60.98595595,59.3945,,4.43295
60.99837685,59.5356,,4.29185
61.01063204,59.7357,,4.09175
61.022892,60.2895,,3.53795
61.03918886,60.5251,,3.30235
61.05148792,60.697,,3.13045
61.06384492,60.8451,,2.98235
61.07612991,61.0669,,2.76055
61.08845401,61.3486,,2.47885
61.1009059,61.7133,,2.11415
61.11740899,62.0769,,1.75055
61.12937999,62.376,,1.45145
61.14163017,62.5725,,1.25495
61.15395021,62.909,,0.91845
61.16653895,63.1962,,0.63125
61.178581,63.5995,,0.22795
61.19480991,64.007,,-0.17955
61.20720196,64.4358,,-0.60835
61.21974397,64.8409,,-1.01345
61.23189592,65.3008,,-1.47335
61.24416995,65.9156,,-2.08815
61.26026702,66.6621,,-2.83465
61.27258897,67.5015,,-3.67405
61.28497601,68.3811,,-4.55365
61.29731011,69.8025,,-5.97505
61.30966496,70.4486,,-6.62115
61.32353497,71.0506,,-7.22315
61.33813286,71.4445,,-7.61705
61.35093284,71.4991,,-7.67165
61.3628242,71.2269,,-7.39945
61.37507701,70.799,,-6.97155
61.38743114,70.3826,,-6.55515
61.39977789,70.0261,,-6.19865
61.41603589,69.7215,,-5.89405
61.42828989,69.181,,-5.35355
61.44056201,68.8791,,-5.05165
61.45292687,68.6435,,-4.81605
61.46545982,68.3676,,-4.54015
61.47760391,68.1364,,-4.30895
61.49379015,67.9384,,-4.11095
61.50614595,67.703,,-3.87555
61.51844907,67.4642,,-3.63675
61.53097892,67.2482,,-3.42075
61.54310298,67.1635,,-3.33605
61.55548096,67.5556,,-3.72815
61.57161999,67.9175,,-4.09005
61.58397675,68.2189,,-4.39145
61.59632707,68.406,,-4.57855
61.60864091,68.5256,,-4.69815
61.62096715,68.561,,-4.73355
61.63712502,68.546,,-4.71855
61.64945817,68.4336,,-4.60615
61.66177702,68.156,,-4.32855
61.67416096,67.8146,,-3.98715
61.68639207,67.5251,,-3.69765
61.69917679,67.305,,-3.47755
61.7154212,67.3009,,-3.47345
61.72735596,67.3608,,-3.53335
61.74031305,67.4754,,-3.64795
61.75192308,67.5831,,-3.75565
61.7651031,67.641,,-3.81355
61.77658296,67.6996,,-3.87215
61.79281187,67.7493,,-3.92185
61.805305,67.7633,,-3.93585
61.81822991,67.6962,,-3.86875
61.82978392,67.4481,,-3.62065
61.84201479,67.2594,,-3.43195
61.85441399,66.8759,,-3.04845
61.87123704,66.3261,,-2.49865
61.88297415,65.7896,,-1.96215
61.89524388,65.3265,,-1.49905
61.90771914,64.9771,,-1.14965
61.92013097,64.7663,,-0.93885
61.9325459,64.6422,,-0.81475
61.94846201,64.4624,,-0.63495
61.960783,63.8611,,-0.03365
61.9730401,63.5095,,0.31795
61.98589087,63.1237,,0.70375
61.99799109,62.668,,1.15945
62.01394081,62.1942,,1.63325
62.02634692,61.75,,2.07745
62.03858185,61.3572,,2.47025
62.05135202,61.0068,,2.82065
62.06321597,60.738,,3.08945
62.07571006,60.5578,,3.26965
62.09172916,60.429,,3.39845
62.10416198,60.077,,3.75045
62.11651611,59.769,,4.05845
62.12874579,59.4424,,4.38505
62.14108515,59.1514,,4.67605
62.15339589,58.9203,,4.90715
62.16957688,58.8051,,5.02235
62.18270612,58.7247,,5.10275
62.19446397,58.5537,,5.27375
62.20655823,58.3062,,5.52125
62.21934199,58.0868,,5.74065
62.23139596,57.8085,,6.01895
62.24764609,57.684,,6.14345
62.25975585,57.4502,,6.37725
62.27223897,57.1296,,6.69785
62.28495812,56.7918,,7.03565
62.29678106,56.4632,,7.36425
62.30901909,56.1207,,7.70675
62.32524109,55.8166,,8.01085
62.33766699,55.5222,,8.30525
62.350003,55.2019,,8.62555
62.36240411,54.3763,,9.45115
62.37546492,53.7508,,10.07665
62.39074492,52.9081,,10.91935
62.40310287,51.9167,,11.91075
62.41540694,50.8719,,12.95555
62.4277339,49.849,,13.97845
62.44010305,48.9836,,14.84385
62.45290399,48.372,,15.45545
62.46859694,48.0337,,15.79375
62.48112512,47.8573,,15.97015
62.49319005,47.6964,,16.13105
62.50554514,46.9187,,16.90875
62.51868677,46.1027,,17.72475
62.53024983,45.1539,,18.67355
62.54642701,44.1394,,19.68805
62.55872607,43.1192,,20.70825
62.57109118,42.0847,,21.74275
62.58603191,41.016,,22.81145
62.59573483,39.9038,,23.92365
62.6080339,38.8653,,24.96215
62.62423205,38.027,,25.80045
62.63651896,37.0008,,26.82665
62.64895391,36.6783,,27.14915
62.66123104,36.4129,,27.41455
62.67349792,36.2378,,27.58965
62.68638206,36.1174,,27.71005
62.70206618,35.9805,,27.84695
62.7155261,35.7646,,28.06285
62.72670889,35.4903,,28.33715
62.73909593,35.2642,,28.56325
62.75205493,35.082,,28.74545
62.76760793,34.9021,,28.92535
62.78017092,35.0498,,28.77765
62.79227781,35.4023,,28.42515
62.80455399,35.8657,,27.96175
62.81693888,36.3754,,27.45205
62.82918906,36.9825,,26.84495
62.84539104,37.81,,26.01745
62.85774302,38.8,,25.02745
62.87050986,39.8238,,24.00365
62.88257289,40.7454,,23.08205
62.8946631,41.526,,22.30145
62.90708399,42.9046,,20.92285
62.92325807,43.6302,,20.19725
62.9355619,44.4272,,19.40025
62.94795108,45.2997,,18.52775
62.96026421,46.2765,,17.55095
62.97257805,47.2504,,16.57705
62.98552108,48.1545,,15.67295
63.00109291,48.8628,,14.96465
63.01335502,49.3997,,14.42775
63.02590513,49.838,,13.98945
63.03798294,50.6573,,13.17015
63.05044389,51.1847,,12.64275
63.06268191,51.7046,,12.12285
63.08032608,52.1574,,11.67005
63.09120202,52.7116,,11.11585
63.10358381,53.4844,,10.34305
63.11584711,54.2374,,9.59005
63.12817097,54.7785,,9.04895
63.14435291,54.9945,,8.83295
63.15672207,54.9042,,8.92325
63.16913986,54.6334,,9.19405
63.18138885,54.832,,8.99545
63.19422102,55.2821,,8.54535
63.20601106,55.8748,,7.95265
63.22221899,56.4437,,7.38375
63.2345829,56.929,,6.89845
63.2468679,57.3169,,6.51055
63.25921917,57.585,,6.24245
63.27153802,57.7781,,6.04935
63.28385592,57.9587,,5.86875
63.30024314,58.1725,,5.65495
63.31241012,58.748,,5.07945
63.32471895,59.1422,,4.68525
63.33700609,59.5751,,4.25235
63.34928799,59.9334,,3.89405
63.36170411,60.156,,3.67145
63.37820888,60.2873,,3.54015
63.3903389,60.4459,,3.38155
63.40260077,60.6699,,3.15755
63.41487885,60.9745,,2.85295
63.42722797,61.3358,,2.49165
63.43945789,62.1803,,1.64715
63.45566297,62.6,,1.22745
63.46802402,63.0762,,0.75125
63.48052907,63.6062,,0.22125
63.49264717,64.2256,,-0.39815
63.50500011,64.8478,,-1.02035
63.52122903,65.3638,,-1.53635
63.53382111,65.8086,,-1.98115
63.54582691,66.2273,,-2.39985
63.55815792,66.7449,,-2.91745
63.57052302,67.7261,,-3.89865
63.58279705,68.1,,-4.27255
63.59900784,68.418,,-4.59055
63.61133885,68.6851,,-4.85765
63.62371707,68.7946,,-4.96715
63.63626099,68.7944,,-4.96695
63.64834905,68.7772,,-4.94975
63.66060781,68.8742,,-5.04675
63.67684913,69.1797,,-5.35225
63.68923903,69.6367,,-5.80925
63.70216894,70.0862,,-6.25875
63.71385098,70.3471,,-6.51965
63.72620797,69.949,,-6.12155
63.73866582,69.213,,-5.38555
63.75472403,68.3407,,-4.51325
63.76716685,67.5119,,-3.68445
63.77933717,66.8864,,-3.05895
63.79170918,66.4523,,-2.62485
63.80396795,66.2013,,-2.37385
63.81684494,66.1165,,-2.28905
63.8325491,66.0388,,-2.21135
63.84487486,65.714,,-1.88655
63.85718894,65.6633,,-1.83585
63.86988902,65.8763,,-2.04885
63.88193393,66.2469,,-2.41945
63.89798212,66.6582,,-2.83075
63.91030002,67.0472,,-3.21975
63.92308807,67.3364,,-3.50895
63.93499207,67.584,,-3.75655
63.94731688,67.8664,,-4.03895
63.95956898,68.1501,,-4.32265
63.97581005,68.9038,,-5.07635
63.98832512,69.1707,,-5.34325
64.00050402,69.2291,,-5.40165
64.01284194,69.0808,,-5.25335
64.02511001,68.7438,,-4.91635
64.03746796,68.3868,,-4.55935
64.05369115,68.1302,,-4.30275
64.06609511,68.0181,,-4.19065
64.0784831,67.9521,,-4.12465
64.0906291,67.8811,,-4.05365
64.10342503,67.8542,,-4.02675
64.11522198,67.9852,,-4.15775
64.13151002,67.9658,,-4.13835
64.14379501,67.8704,,-4.04295
64.15612292,67.7593,,-3.93185
64.16849899,67.5925,,-3.76505
64.18069792,67.3826,,-3.55515
64.19311309,67.1169,,-3.28945
64.20929694,66.7569,,-2.92945
64.22166705,66.2716,,-2.44415
64.23397899,65.6312,,-1.80375
64.24654412,64.2676,,-0.44015
64.25862217,63.644,,0.18345
64.27483416,63.1598,,0.66765
64.28722405,62.7795,,1.04795
64.29959393,62.5272,,1.30025
64.31179214,62.4088,,1.41865
64.32431698,62.2825,,1.54495
64.3366549,62.1095,,1.71795
64.35264206,61.8942,,1.93325
64.36502695,61.6712,,2.15625
64.377877,61.4072,,2.42025
64.38967109,61.4115,,2.41595
64.40285897,61.3867,,2.44075
64.41431999,61.2468,,2.58065
64.43048215,61.0779,,2.74955
64.44278002,60.9415,,2.88595
64.45511699,60.8702,,2.95725
64.46765399,60.8444,,2.98305
64.47975492,60.8332,,2.99425
64.49208212,60.7322,,3.09525
64.50829101,60.5733,,3.25415
64.52066898,60.2234,,3.60405
64.53302693,60.0801,,3.74735
64.54532003,59.9712,,3.85625
64.55759501,59.8524,,3.97505
64.569942,59.7559,,4.07155
64.58621311,59.7355,,4.09195
64.59843588,59.849,,3.97845
64.61077285,60.1557,,3.67175
64.62311387,60.4903,,3.33715
64.63544202,60.7729,,3.05455
64.65165401,60.3202,,3.50725
64.66400099,59.5914,,4.23605
64.67631888,58.8682,,4.95925
64.68861413,58.3757,,5.45175
64.701334,58.1965,,5.63095
64.71334696,58.316,,5.51145
64.73015118,58.5297,,5.29775
64.741822,58.5793,,5.24815
64.75418305,58.3437,,5.48375
64.76657391,57.9115,,5.91595
64.77871394,0.2244,,63.60305
64.79102898,56.5354,,7.29205
64.80724001,56.4875,,7.33995
64.82006598,56.4445,,7.38295
64.83199501,56.3371,,7.49035
64.84432101,56.1324,,7.69505
64.85653496,55.905,,7.92245
64.86967278,55.9152,,7.91225
64.88510895,56.2195,,7.60795
64.89743304,56.6013,,7.22615
64.90975881,56.7761,,7.05135
64.9220469,56.62,,7.20745
64.9344151,56.1865,,7.64095
64.94670987,55.6267,,8.20075
64.96298885,55.1588,,8.66865
64.97530317,54.9551,,8.87235
64.98759604,55.0561,,8.77135
65.000036,55.3142,,8.51325
65.012218,55.5692,,8.25825
65.02842999,55.6979,,8.12955
65.04072309,55.7025,,8.12495
65.05318594,55.7008,,8.12665
65.06543612,55.7445,,8.08295
65.07772088,55.8237,,8.00375
65.08999991,55.9738,,7.85365
65.10624409,56.115,,7.71245
65.11868191,56.2496,,7.57785
65.13093185,56.4307,,7.39675
65.14323711,56.6546,,7.17285
65.15558481,56.9203,,6.90715
65.16794205,57.214,,6.61345
65.18411803,57.3756,,6.45185
65.19643998,57.1075,,6.71995
65.20873213,56.895,,6.93245
65.22123408,56.7224,,7.10505
65.23350596,56.7255,,7.10195
65.24568892,56.8537,,6.97375
65.26190901,57.0565,,6.77095
65.27428198,57.2591,,6.56835
65.28670788,57.4489,,6.37855
65.29888988,57.6831,,6.14435
65.31125116,57.9313,,5.89615
65.32359219,58.3335,,5.49395
65.3397429,58.3661,,5.46135
65.35219002,58.2781,,5.54935
65.36433983,58.1802,,5.64725
65.37679505,58.141,,5.68645
65.389395,58.1729,,5.65455
65.40524292,58.3451,,5.48235
65.41761899,58.6094,,5.21805
65.43007612,58.8467,,4.98075
65.44235396,58.9777,,4.84975
65.45457697,58.9787,,4.84875
65.46689701,59.0459,,4.78155
65.48308492,59.2488,,4.57865
65.49544001,59.5692,,4.25825
65.50779891,59.8274,,4.00005
65.52005911,60.014,,3.81345
65.53243685,60.1352,,3.69225
65.54465604,60.1879,,3.63955
65.56095195,60.1955,,3.63195
65.57377195,60.3059,,3.52155
65.58556795,60.5537,,3.27375
65.59787989,61.2547,,2.57275
65.61021686,61.6675,,2.15995
65.62260485,62.0796,,1.74785
65.63878012,62.4996,,1.32785
65.65112686,62.9507,,0.87675
65.6633749,63.5039,,0.32355
65.67572188,64.1993,,-0.37185
65.68808889,65.0231,,-1.19565
65.70048308,65.8508,,-2.02335
65.71663308,66.5859,,-2.75845
65.72889304,67.589,,-3.76155
65.74119115,67.896,,-4.06855
65.75352597,68.1709,,-4.34345
65.76625991,68.4581,,-4.63065
65.78216791,68.7555,,-4.92805
65.79441404,69.0953,,-5.26785
65.80672598,69.324,,-5.49655
65.81908798,69.3543,,-5.52685
65.83213496,69.2156,,-5.38815
65.8436861,68.9985,,-5.17105
65.85987401,68.5976,,-4.77015
65.87258101,68.5765,,-4.74905
65.88478398,68.7072,,-4.87975
65.89691997,68.9428,,-5.11535
65.90918112,69.1346,,-5.30715
65.92203093,69.1762,,-5.34875
65.93773103,69.1383,,-5.31085
65.95001101,69.0672,,-5.23975
65.96236682,69.0045,,-5.17705
65.97470403,68.8274,,-4.99995
65.98703504,68.4991,,-4.67165
65.99931097,67.729,,-3.90155
66.01561403,67.4733,,-3.64585
66.02792478,67.3101,,-3.48265
66.04025483,67.2733,,-3.44585
66.05259585,67.3376,,-3.51015
66.06523299,67.5865,,-3.75905
66.07716799,68.0436,,-4.21615
66.09339094,68.5412,,-4.71375
66.10600376,68.894,,-5.06655
66.11820698,69.0616,,-5.23415
66.13054204,68.6089,,-4.78145
66.14267683,68.1255,,-4.29805
66.15891504,67.5596,,-3.73215
66.17131591,67.0186,,-3.19115
66.18351507,66.5576,,-2.73015
66.195822,66.3214,,-2.49395
66.20819497,66.3259,,-2.49845
66.2204771,66.4882,,-2.66075
66.23710513,66.7607,,-2.93325
66.24905205,67.1526,,-3.32515
66.26143503,68.0806,,-4.25315
66.27377987,68.371,,-4.54355
66.28678012,68.3913,,-4.56385
66.29835296,68.1823,,-4.35485
66.31451106,67.8601,,-4.03265
66.32690597,67.5607,,-3.73325
66.33941102,67.2343,,-3.40685
66.35173702,66.8086,,-2.98115
66.36382508,66.2726,,-2.44515
66.37793398,65.7677,,-1.94025
66.39235401,65.364,,-1.53655
66.40471697,64.95,,-1.12255
66.41710401,64.8793,,-1.05185
66.43040991,64.7509,,-0.92345
66.44165587,64.5623,,-0.73485
66.4539628,64.335,,-0.50755
66.47022796,64.0206,,-0.19315
66.48254514,63.5819,,0.24555
66.4948411,63.0791,,0.74835
66.50724506,62.5242,,1.30325
66.51953197,61.968,,1.85945
66.53569603,60.8373,,2.99015
66.5480361,60.438,,3.38945
66.5603261,60.1465,,3.68095
66.5727458,59.9172,,3.91025
66.58541894,59.6576,,4.16985
66.59731603,59.3698,,4.45765
66.61350584,59.1237,,4.70375
66.62609816,59.0385,,4.78895
66.63822794,59.0447,,4.78275
66.65079808,59.0682,,4.75925
66.66278601,59.1849,,4.64255
66.67515683,59.1855,,4.64195
66.69136,59.1248,,4.70265
66.70368195,59.0306,,4.79685
66.71603799,58.9602,,4.86725
66.72840691,58.8602,,4.96725
66.74076414,58.6421,,5.18535
66.75300908,58.266,,5.56145
66.77136087,57.8496,,5.97785
66.78247499,57.5022,,6.32525
66.79436779,57.1372,,6.69025
66.80613995,56.3324,,7.49505
66.81892896,55.9262,,7.90125
66.83076906,55.5874,,8.24005
66.84699798,55.3422,,8.48525
66.85932899,55.2002,,8.62725
66.87166882,55.0723,,8.75515
66.88435698,54.918,,8.90945
66.89625406,54.6875,,9.13995
66.912498,54.4176,,9.40985
66.92486906,54.0697,,9.75775
66.93720388,53.397,,10.43045
66.9495039,53.105,,10.72245
66.96180916,52.7829,,11.04455
66.97429299,52.2615,,11.56595
66.99031591,51.5408,,12.28665
67.00274706,50.7325,,13.09495
67.0149951,50.0097,,13.81775
67.02740502,49.388,,14.43945
67.03962398,48.8178,,15.00965
67.05244207,48.1787,,15.64875
67.06858683,46.5545,,17.27295
67.08049607,45.755,,18.07245
67.092834,45.09,,18.73745
67.10514283,44.516,,19.31145
67.11747289,44.0781,,19.74935
67.13059282,43.6434,,20.18405
67.14598894,43.1221,,20.70535
67.15835786,42.4428,,21.38465
67.1707859,41.6683,,22.15915
67.18297195,40.9734,,22.85405
67.19533992,40.3896,,23.43785
67.20769596,39.5899,,24.23755
67.22386408,39.3699,,24.45755
67.23629093,39.2874,,24.54005
67.24846196,39.2741,,24.55335
67.26085711,39.3025,,24.52495
67.2731781,39.3847,,24.44275
67.28935218,39.5381,,24.28935
67.30167007,39.7371,,24.09035
67.31398892,40.0265,,23.80095
67.32647014,40.3744,,23.45305
67.33870792,41.262,,22.56545
67.35089397,41.707,,22.12045
67.36756706,42.1584,,21.66905
67.38030291,42.6119,,21.21555
67.39182782,43.0957,,20.73175
67.40415597,43.6663,,20.16115
67.41704392,44.2913,,19.53615
67.42879391,44.989,,18.83845
67.44497991,45.6953,,18.13215
67.45730186,46.345,,17.48245
67.47005296,47.6,,16.22745
67.48198199,48.183,,15.64445
67.49438095,48.8109,,15.01655
67.50669098,49.4746,,14.35285
67.5240891,50.1332,,13.69425
67.53532505,50.7105,,13.11695
67.54743695,51.2595,,12.56795
67.55981088,51.7755,,12.05195
67.57251811,52.2658,,11.56165
67.58455276,52.7369,,11.09055
67.60061693,53.2115,,10.61595
67.612993,54.1112,,9.71625
67.62530088,54.5343,,9.29315
67.63771796,54.9644,,8.86305
67.65006208,55.3599,,8.46755
67.66615582,55.712,,8.11545
67.67844296,56.0657,,7.76175
67.69073915,56.4444,,7.38305
67.703125,56.7543,,7.07315
67.71548676,57.0027,,6.82475
67.7277801,57.3545,,6.47295
67.74392009,58.1962,,5.63125
67.75647187,58.6144,,5.21305
67.76878309,58.958,,4.86945
67.78177285,59.2006,,4.62685
67.79357696,59.3936,,4.43385
67.80564117,59.5899,,4.23755
67.82367706,59.827,,4.00045
67.83419585,60.0886,,3.73885
67.84682012,60.3489,,3.47855
67.85877895,60.569,,3.25845
67.871068,61.0823,,2.74515
67.88348985,61.6523,,2.17515
67.89964199,62.3865,,1.44095
67.91191697,63.1072,,0.72025
67.92457485,63.6352,,0.19225
67.93671799,63.8668,,-0.03935
67.94891405,63.8971,,-0.06965
67.96122694,63.944,,-0.11655
67.97995782,64.1749,,-0.34745
67.989784,64.5921,,-0.76465
68.00211406,65.2065,,-1.37905
68.01442695,66.9301,,-3.10265
68.02677298,67.9125,,-4.08505
68.04294801,68.824,,-4.99655
68.0553751,69.5735,,-5.74605
68.06761694,70.1574,,-6.32995
68.0799191,70.5053,,-6.67785
68.09217095,70.4935,,-6.66605
68.10508204,70.0996,,-6.27215
68.12112999,69.5325,,-5.70505
68.13309693,69.0252,,-5.19775
68.14542103,68.4579,,-4.63045
68.15776396,68.2347,,-4.40725
68.17041993,68.051,,-4.22355
68.18242502,67.9119,,-4.08445
68.19861484,67.777,,-3.94955
68.21092796,67.6713,,-3.84385
68.22326279,67.5152,,-3.68775
68.23593783,67.2585,,-3.43105
68.24801087,66.9476,,-3.12015
68.26022911,66.6712,,-2.84375
68.27648497,66.4727,,-2.64525
68.2888689,66.3337,,-2.50625
68.30106091,66.3417,,-2.51425
68.31343699,66.3849,,-2.55745
68.32563806,66.5013,,-2.67385
68.33808994,66.7272,,-2.89975
68.35445189,67.0673,,-3.23985
68.3665781,67.5127,,-3.68525
68.37939906,67.9215,,-4.09405
68.39119291,68.1634,,-4.33595
68.40474892,68.2933,,-4.46585
68.42006588,68.2597,,-4.43225
68.43220592,68.2417,,-4.41425
68.44440603,68.2994,,-4.47195
68.4567349,68.3552,,-4.52775
68.46931005,68.4395,,-4.61205
68.48144698,68.5447,,-4.71725
68.49756098,68.5947,,-4.76725
68.50991893,68.618,,-4.79055
68.52277589,68.6639,,-4.83645
68.53456712,68.6872,,-4.85975
68.54687715,68.7082,,-4.88075
68.55918717,68.657,,-4.82955
68.57695699,68.4688,,-4.64135
68.58786798,68.0649,,-4.23745
68.60005188,67.6078,,-3.78035
68.61239219,67.1805,,-3.35305
68.6249001,66.8585,,-3.03105
68.63708401,66.574,,-2.74655
68.653337,66.2662,,-2.43875
68.66556621,65.9286,,-2.10115
68.6779561,65.5447,,-1.71725
68.69029903,64.7003,,-0.87285
68.70272088,64.2114,,-0.38395
68.71516109,63.7225,,0.10495
68.7319541,63.2558,,0.57165
68.7433908,62.8291,,0.99835
68.75575495,62.477,,1.35045
68.7686429,62.2311,,1.59635
68.78043795,62.104,,1.72345
68.79657698,62.0705,,1.75695
68.80887389,62.1055,,1.72195
68.82192206,62.0475,,1.77995
68.83354402,62.0106,,1.81685
68.84586096,61.99,,1.83745
68.85820985,61.905,,1.92245
68.87437201,61.7565,,2.07095
68.88673711,61.4482,,2.37925
68.89904499,60.9623,,2.86515
68.91146302,60.4535,,3.37395
68.92376375,60.0433,,3.78415
68.93659091,59.7446,,4.08285
68.95259404,59.67,,4.15745
68.964571,59.7397,,4.08775
68.97695303,59.8452,,3.98225
68.98920703,59.9918,,3.83565
69.00201201,60.1368,,3.69065
69.0137949,60.3255,,3.50195
69.03015208,60.4859,,3.34155
69.04238415,60.4932,,3.33425
69.05470705,60.3259,,3.50155
69.06709385,59.9227,,3.90475
69.07943797,59.3905,,4.43695
69.09167814,58.507,,5.32045
69.10788012,58.413,,5.41445
69.12029314,58.606,,5.22145
69.13267803,58.9645,,4.86295
69.14484692,59.2836,,4.54385
69.15718007,59.4096,,4.41785
69.17339206,59.3462,,4.48125
69.18588209,59.1796,,4.64785
69.19804883,58.9789,,4.84855
69.21041393,58.7912,,5.03625
69.22324395,58.3713,,5.45615
69.23508191,58.0538,,5.77365
69.25125098,57.6281,,6.19935
69.26355815,57.129,,6.69845
69.27623105,56.6963,,7.13115
69.28830791,56.3971,,7.43035
69.30053186,56.2304,,7.59705
69.31292605,56.1273,,7.70015
69.33084607,56.038,,7.78945
69.34138298,55.9726,,7.85485
69.35395503,55.84,,7.98745
69.36624098,55.7066,,8.12085
69.37836885,55.5901,,8.23735
69.39079309,55.526,,8.30145
69.40689492,55.4608,,8.36665
69.41936707,55.397,,8.43045
69.43150997,55.3265,,8.50095
69.443856,55.2604,,8.56705
69.45641994,55.2534,,8.57405
69.46947908,55.2772,,8.55025
69.48479295,55.267,,8.56045
69.49700284,55.0911,,8.73635
69.50934386,54.8903,,8.93715
69.52246213,54.66,,9.16745
69.53392196,54.4355,,9.39195
69.55018497,54.288,,9.53945
69.56250906,54.2405,,9.58695
69.57503819,54.3709,,9.45655
69.58742905,54.5658,,9.26165
69.59946895,54.8092,,9.01825
69.61181402,55.0532,,8.77425
69.62811518,55.365,,8.46245
69.64038014,55.6205,,8.20695
69.65294504,55.88,,7.94745
69.66548181,56.1297,,7.69775
69.67757893,56.349,,7.47845
69.68963909,56.4575,,7.36995
69.70587206,56.4495,,7.37795
69.71824098,56.4288,,7.39865
69.73069882,56.5095,,7.31795
69.74281788,56.6557,,7.17175
69.75527215,57.0805,,6.74695
69.76757383,57.3114,,6.51605
69.78373504,57.5214,,6.30605
69.795995,57.7055,,6.12195
69.80836916,57.8567,,5.97075
69.82078409,57.9801,,5.84735
69.83293796,58.1207,,5.70675
69.84577703,58.2281,,5.59935
69.86152005,58.3372,,5.49025
69.87391615,58.5292,,5.29825
69.88651514,58.7507,,5.07675
69.89852786,59.1797,,4.64775
69.91090918,59.4591,,4.36835
69.92699313,59.8025,,4.02495
69.93940187,60.1512,,3.67625
69.95169902,60.3833,,3.44415
69.96417809,60.5221,,3.30535
69.97703481,60.6184,,3.20905
69.98867798,60.7664,,3.06105
70.00568795,61.0029,,2.82455
70.01752114,61.3358,,2.49165
70.02951217,61.9881,,1.83935
70.04176879,62.3008,,1.52665
70.05413795,62.7575,,1.06995
70.0667119,63.3657,,0.46175
70.08273602,64.0101,,-0.18265
70.095011,64.6427,,-0.81525
