Time (s),Mass (kg),,Pull force (kg)
25.21352005,47.3267,,16.50075
25.22564387,47.82,,16.00745
25.23799491,48.3251,,15.50235
25.25418687,48.8004,,15.02705
25.26735806,49.2634,,14.56405
25.27887702,50.1436,,13.68385
25.29113317,50.6516,,13.17585
25.30348802,51.2239,,12.60355
25.31970501,51.8551,,11.97235
25.33205795,52.5063,,11.32115
25.34442687,53.178,,10.64945
25.35791397,53.7977,,10.02975
25.36907411,54.3614,,9.46605
25.38141608,54.8691,,8.95835
25.39758396,55.3596,,8.46785
25.41000319,56.3267,,7.50075
25.42252612,56.6743,,7.15315
25.43448687,56.966,,6.86145
25.44745684,57.2338,,6.59365
25.45938611,57.4674,,6.36005
25.475667,57.639,,6.18845
25.48763108,57.7257,,6.10175
25.50072694,57.7592,,6.06825
25.5127511,57.8103,,6.01715
25.524894,57.924,,5.90345
25.53695822,58.129,,5.69845
25.55387402,58.7048,,5.12265
25.56565189,58.9518,,4.87565
25.57817483,59.111,,4.71645
25.59012914,59.1615,,4.66595
25.60248113,59.1853,,4.64215
25.61479211,59.1986,,4.62885
25.63106799,59.2378,,4.58965
25.64349103,59.315,,4.51245
25.65567303,59.4391,,4.38835
25.66802907,59.6483,,4.17915
25.68037486,60.4415,,3.38595
25.69671488,60.9298,,2.89765
25.70880508,61.427,,2.40045
25.72228003,61.8438,,1.98365
25.73381805,62.0761,,1.75135
25.74582791,62.1622,,1.66525
25.75819588,62.2055,,1.62195
25.77431202,62.3487,,1.47875
25.78663588,62.6639,,1.16355
25.79901791,63.1346,,0.69285
25.81133509,64.3383,,-0.51085
25.82368612,65.1586,,-1.33115
25.83595204,66.0614,,-2.23395
25.85216498,66.9701,,-3.14265
25.86474895,67.7737,,-3.94625
25.87685394,68.3821,,-4.55465
25.8892231,68.7324,,-4.90495
25.90154696,68.8227,,-4.99525
25.91385317,68.7136,,-4.88615
25.93002415,68.5603,,-4.73285
25.94238997,68.5293,,-4.70185
25.9548142,69.0316,,-5.20415
25.96762681,69.433,,-5.60555
25.97932196,69.8376,,-6.01015
25.99148607,70.3971,,-6.56965
26.00808382,70.9795,,-7.15205
26.02020693,71.3332,,-7.50575
26.03334904,71.093,,-7.26555
26.04485607,70.1762,,-6.34875
26.05715299,68.7726,,-4.94515
26.07525182,67.3077,,-3.48025
26.08595085,65.769,,-1.94155
26.098001,65.721,,-1.89355
26.1103909,66.0229,,-2.19545
26.12259912,66.4645,,-2.63705
26.13500094,66.8072,,-2.97975
26.15147519,66.8503,,-3.02285
26.16421485,66.6667,,-2.83925
26.17588019,66.4993,,-2.67185
26.18817711,66.4544,,-2.62695
26.20056105,66.5515,,-2.72405
26.21400905,67.111,,-3.28355
26.22915506,67.345,,-3.51755
26.24126792,67.5288,,-3.70135
26.25365281,67.7149,,-3.88745
26.26605606,67.9462,,-4.11875
26.27823091,68.3163,,-4.48885
26.29061699,68.687,,-4.85955
26.30746198,68.9619,,-5.13445
26.31970596,69.0775,,-5.25005
26.33150792,69.1136,,-5.28615
26.34378791,69.1371,,-5.30965
26.35610414,69.1082,,-5.28075
26.36837292,68.9962,,-5.16875
26.384624,68.9023,,-5.07485
26.39721799,69.1166,,-5.28915
26.40926003,69.5648,,-5.73735
26.42204499,69.8719,,-6.04445
26.43505716,69.8301,,-6.00265
26.45036793,69.4135,,-5.58605
26.4625361,68.724,,-4.89655
26.47480321,67.8947,,-4.06725
26.48716497,66.7393,,-2.91185
26.49948621,66.3977,,-2.57025
26.51183701,66.1231,,-2.29565
26.52794695,65.9018,,-2.07435
26.54026484,65.7,,-1.87255
26.55267811,65.4044,,-1.57695
26.56496096,64.9826,,-1.15515
26.57724786,64.5103,,-0.68285
26.589571,64.0871,,-0.25965
26.60582495,63.7605,,0.06695
26.61810613,63.2384,,0.58905
26.63054204,63.0079,,0.81955
26.64276505,62.7593,,1.06815
26.65509486,62.5145,,1.31295
26.66797709,62.313,,1.51445
26.6856811,62.3125,,1.51495
26.69595504,62.4676,,1.35985
26.70864987,62.5696,,1.25785
26.72064495,62.591,,1.23645
26.73288202,62.5781,,1.24935
26.74550486,62.4828,,1.34465
26.76148605,62.1486,,1.67885
26.77383208,62.0568,,1.77065
26.78619885,62.0202,,1.80725
26.79875302,62.0505,,1.77695
26.81079602,62.103,,1.72445
26.82692695,62.1332,,1.69425
26.83921695,62.1174,,1.71005
26.85174584,62.1645,,1.66295
26.863976,62.303,,1.52445
26.87667012,62.3879,,1.43955
26.88855481,62.2662,,1.56125
26.90477395,62.3368,,1.49065
26.91787195,62.4558,,1.37165
26.92946196,62.416,,1.41145
26.94176102,62.0519,,1.77555
26.95414209,61.5077,,2.31975
26.96652293,61.0263,,2.80115
26.98259282,60.7515,,3.07595
26.99497199,60.7642,,3.06325
27.00988889,61.0728,,2.75465
27.02053499,62.0298,,1.79765
27.03198791,62.2823,,1.54515
27.04424,62.2656,,1.56185
27.06044602,62.0983,,1.72915
27.07281399,62.0423,,1.78515
27.08509994,62.0909,,1.73655
27.09753203,62.2849,,1.54255
27.10978699,62.498,,1.32945
27.1219492,62.4904,,1.33705
27.1382339,62.2782,,1.54925
27.150738,62.06,,1.76745
27.1635828,62.0616,,1.76585
27.17565203,62.286,,1.54145
27.18758202,62.4979,,1.32955
27.20373893,62.683,,1.14445
27.21617103,62.8612,,0.96625
27.22841477,62.9618,,0.86565
27.24106097,62.8631,,0.96435
27.25309896,62.4838,,1.34365
27.26550102,62.0565,,1.77095
27.28184009,61.8867,,1.94075
27.29398799,62.2542,,1.57325
27.30625796,62.3045,,1.52295
27.31853414,62.3037,,1.52375
27.33092284,62.4191,,1.40835
27.34324002,62.6217,,1.20575
27.35941792,62.7275,,1.09995
27.37180519,62.552,,1.27545
27.38451815,62.056,,1.77145
27.39643407,61.3781,,2.44935
27.40873098,60.7752,,3.05225
27.42100692,60.5947,,3.23275
27.43723297,60.9181,,2.90935
27.44972205,61.1686,,2.65885
27.46192288,61.1325,,2.69495
27.4743259,60.7358,,3.09165
27.48656988,60.1397,,3.68775
27.49893188,59.5721,,4.25535
27.51548791,59.2439,,4.58355
27.52743006,59.1555,,4.67195
27.539958,59.2713,,4.55615
27.55200815,59.3896,,4.43785
27.56465292,59.2884,,4.53905
27.58058476,59.523,,4.30445
27.59285116,59.9122,,3.91525
27.60527515,60.2206,,3.60685
27.61766696,60.2975,,3.52995
27.6299119,60.0657,,3.76175
27.64219785,59.6087,,4.21875
27.6585021,59.0782,,4.74925
27.67070293,58.6484,,5.17905
27.68318295,58.4005,,5.42695
27.69539595,58.315,,5.51245
27.707726,58.3075,,5.51995
27.72006488,58.3514,,5.47605
27.73625112,58.5453,,5.28215
27.74855995,58.7173,,5.11015
27.76090312,58.654,,5.17345
27.77318811,58.3259,,5.50155
27.78559995,57.8575,,5.96995
27.79828,57.401,,6.42645
27.81407881,57.2137,,6.61375
27.82637715,57.8676,,5.95985
27.83870721,58.432,,5.39545
27.85099006,58.8885,,4.93895
27.86338592,59.1361,,4.69135
27.87571192,59.2774,,4.55005
27.89186692,59.4046,,4.42285
27.90419078,59.5843,,4.24315
27.91652393,59.8125,,4.01495
27.92902207,60.1501,,3.67735
27.94124413,60.5317,,3.29575
27.95740986,60.8588,,2.96865
27.969697,61.435,,2.39245
27.98209906,61.8279,,1.99955
27.9943521,62.3458,,1.48165
28.00689602,63.012,,0.81545
28.01909709,63.8092,,0.01825
28.03519702,64.6501,,-0.82265
28.04752803,65.4536,,-1.62615
28.05986094,66.2738,,-2.44635
28.07220793,67.208,,-3.38055
28.08512902,68.385,,-4.55755
28.09696817,70.7221,,-6.89465
28.11303306,71.2749,,-7.44745
28.12539315,71.3045,,-7.47705
28.13767099,70.8427,,-7.01525
28.15164304,69.9467,,-6.11925
28.16238189,68.8982,,-5.07075
28.17461705,68.0516,,-4.22415
28.19084001,67.6726,,-3.84515
28.20362401,67.7563,,-3.92885
28.21553707,68.0261,,-4.19865
28.22820497,68.5428,,-4.71535
28.24019909,68.6952,,-4.86775
28.25240397,68.8352,,-5.00775
28.26890802,68.9663,,-5.13885
28.28106093,69.0498,,-5.22235
28.29329395,68.9941,,-5.16665
28.30572891,68.8557,,-5.02825
28.31817412,68.6383,,-4.81085
28.33431482,68.3913,,-4.56385
28.34668088,68.1424,,-4.31495
28.35903597,67.9675,,-4.14005
28.37118888,67.8237,,-3.99625
28.38362503,67.7907,,-3.96325
28.39577413,67.756,,-3.92855
28.41212511,67.6778,,-3.85035
28.42437506,67.5854,,-3.75795
28.43665409,67.5419,,-3.71445
28.44904685,67.5583,,-3.73085
28.46175599,67.5581,,-3.73065
28.47364807,67.5339,,-3.70645
28.48986793,67.5084,,-3.68095
28.50219512,67.416,,-3.58855
28.51458192,67.1997,,-3.37225
28.52674294,66.9874,,-3.15995
28.53913999,66.9383,,-3.11085
28.55229783,67.1416,,-3.31415
28.56807494,67.5571,,-3.72965
28.58004498,68.0049,,-4.17745
28.59246707,68.3844,,-4.55695
28.60464096,68.5281,,-4.70065
28.6172452,68.4548,,-4.62735
28.62932897,67.893,,-4.06555
28.64554214,67.547,,-3.71955
28.65783691,67.1602,,-3.33275
28.67031384,66.7164,,-2.88895
28.68249011,66.2405,,-2.41305
28.69476485,65.7985,,-1.97105
28.71098685,65.5202,,-1.69275
28.72341394,65.446,,-1.61855
28.7356739,65.4536,,-1.62615
28.74821591,65.4331,,-1.60565
28.76037812,65.2758,,-1.44835
28.77261901,64.5098,,-0.68235
28.78879094,64.0821,,-0.25465
28.80208898,63.6757,,0.15175
28.81350899,63.2915,,0.53595
28.825809,62.9131,,0.91435
28.83812904,62.5017,,1.32575
28.85052896,62.0863,,1.74115
28.86691093,61.6901,,2.13735
28.8790319,61.3857,,2.44175
28.8912859,61.2174,,2.61005
28.90365696,60.934,,2.89345
28.91674304,60.5992,,3.22825
28.92831492,60.1648,,3.66265
28.94448876,59.7324,,4.09505
28.95735598,59.4056,,4.42185
28.96916914,59.233,,4.59445
28.98242402,59.2207,,4.60675
28.99379492,59.2424,,4.58505
29.00632381,59.2504,,4.57705
29.02248597,59.1772,,4.65025
29.03531885,58.9494,,4.87805
29.04733515,58.786,,5.04145
29.05928588,58.5474,,5.28005
29.07163787,58.2381,,5.58935
29.08781195,57.8792,,5.94825
29.10024786,57.5295,,6.29795
29.11248398,57.2526,,6.57485
29.12587905,56.9853,,6.84215
29.13715005,56.6819,,7.14555
29.14947081,56.375,,7.45245
29.16562605,56.0972,,7.73025
29.17798209,55.9151,,7.91235
29.19057202,56.092,,7.73545
29.20269394,56.3246,,7.50285
29.21516204,56.5725,,7.25495
29.22732687,56.7183,,7.10915
29.24349093,56.6947,,7.13275
29.2558229,56.5902,,7.23725
29.26861405,56.5109,,7.31655
29.28043985,56.5172,,7.31025
29.29289317,56.5423,,7.28515
29.30525994,56.5206,,7.30685
29.32129908,56.3236,,7.50385
29.33360815,55.9891,,7.83835
29.34601402,55.63,,8.19745
29.35840297,55.3865,,8.44095
29.37081218,55.2634,,8.56405
29.38291192,55.2255,,8.60195
29.39920878,55.1916,,8.63585
29.41149211,55.0497,,8.77775
29.42382789,54.7122,,9.11525
29.43629193,53.5565,,10.27095
29.44846511,52.816,,11.01145
29.46463084,52.0165,,11.81095
29.47698498,51.2656,,12.56185
29.48929715,50.5759,,13.25155
29.50171208,49.9496,,13.87785
29.51405001,49.3925,,14.43495
29.52637005,48.8232,,15.00425
29.5424571,48.3695,,15.45795
29.55480003,48.1096,,15.71785
29.56732202,47.9645,,15.86295
29.57944202,47.3193,,16.50815
29.59176803,46.7858,,17.04165
29.60427904,46.162,,17.66545
29.62056589,45.4682,,18.35925
29.63264203,44.7665,,19.06095
29.645226,44.1362,,19.69125
29.65726614,43.6342,,20.19325
29.669842,43.2488,,20.57865
29.68210912,43.0503,,20.77715
29.69818902,42.9398,,20.88765
29.71088696,42.9704,,20.85705
29.722821,43.0418,,20.78565
29.73530102,42.9981,,20.82935
29.74744201,42.8443,,20.98315
29.75992322,42.6471,,21.18035
29.77702379,42.4039,,21.42355
29.78824496,42.2607,,21.56675
29.80081606,42.2587,,21.56875
29.81296206,42.4081,,21.41935
29.82532001,42.6651,,21.16235
29.84141088,43.2584,,20.56905
29.85381603,43.6647,,20.16275
29.8663559,44.1512,,19.67625
29.87921095,44.6936,,19.13385
29.89074898,45.2495,,18.57795
29.90317512,45.7623,,18.06515
29.91926098,46.239,,17.58845
29.93160582,46.6953,,17.13215
29.94390202,47.167,,16.66045
29.95628405,47.6435,,16.18395
29.96863699,48.1173,,15.71015
29.9813621,49.0017,,14.82575
29.99734902,49.3666,,14.46085
30.009763,49.7267,,14.10075
30.02212596,50.0644,,13.76305
30.03418112,50.4054,,13.42205
30.04640388,50.743,,13.08445
30.05988097,51.0443,,12.78315
30.07574701,51.2932,,12.53425
30.08735299,51.5759,,12.25155
30.10013795,51.9202,,11.90725
30.11190009,52.7282,,11.09925
30.12441993,53.2547,,10.57275
30.13655806,53.7264,,10.10105
30.15337491,54.1035,,9.72395
30.16521406,54.4111,,9.41635
30.17744088,54.7038,,9.12365
30.18982601,54.9848,,8.84265
30.20277119,55.2047,,8.62275
30.21826816,55.4446,,8.38285
30.23073983,55.6617,,8.16575
30.24295306,56.0596,,7.76785
30.25578785,56.3989,,7.42855
30.26788497,56.827,,7.00045
30.2809279,57.2738,,6.55365
30.29614615,57.7025,,6.12495
30.30839705,58.0915,,5.73595
30.32106304,58.353,,5.47445
30.3332839,58.4823,,5.34515
30.34538484,58.5755,,5.25195
30.35764813,58.6785,,5.14895
30.37397695,58.8393,,4.98815
30.38659286,59.33,,4.49745
30.39873981,59.6079,,4.21955
30.41090918,59.8584,,3.96905
30.42347598,60.0577,,3.76975
30.43566298,60.2695,,3.55795
30.45233989,60.5635,,3.26395
30.46412802,60.9787,,2.84875
30.4768579,61.4554,,2.37205
30.48868704,61.8614,,1.96605
30.50141692,62.2392,,1.58825
30.51339102,63.1269,,0.70055
30.52997184,63.6929,,0.13455
30.54187679,64.357,,-0.52955
30.55444694,65.0661,,-1.23865
30.56729794,65.8427,,-2.01525
30.57890296,66.6341,,-2.80665
30.59505796,67.3373,,-3.50985
30.60762691,67.7904,,-3.96295
30.61971402,68.0215,,-4.19405
30.632411,68.0951,,-4.26765
30.64441681,68.0698,,-4.24235
30.65673208,67.9134,,-4.08595
30.67294002,67.7887,,-3.96125
30.68592095,67.8303,,-4.00285
30.69837999,68.1715,,-4.34405
30.70987678,68.7315,,-4.90405
30.72261906,69.3717,,-5.54425
30.73548794,69.9084,,-6.08095
30.75078487,70.2232,,-6.39575
30.76304197,70.3715,,-6.54405
30.77536988,70.2161,,-6.38865
30.78773594,68.7484,,-4.92095
30.80019403,67.5773,,-3.74985
30.81241202,66.5435,,-2.71605
30.82856488,65.8991,,-2.07165
30.84089899,65.7556,,-1.92815
30.85538816,66.0765,,-2.24905
30.86566496,66.6142,,-2.78675
30.87781811,67.0946,,-3.26715
30.89030218,67.3708,,-3.54335
30.90643287,67.3772,,-3.54975
30.91870618,66.9462,,-3.11875
30.93107295,66.7974,,-2.96995
30.94329476,66.7832,,-2.95575
30.95576501,66.8947,,-3.06725
30.97187591,67.1051,,-3.27765
30.98431301,67.3988,,-3.57135
30.99650693,67.8278,,-4.00035
31.00888991,68.2992,,-4.47175
31.02131701,68.6525,,-4.82505
31.03376603,68.8947,,-5.06725
31.0497241,69.0232,,-5.19575
31.06205201,68.9541,,-5.12665
31.07434583,68.765,,-4.93755
31.086689,68.5012,,-4.67375
31.09903193,68.2722,,-4.44475
31.11151719,68.1211,,-4.29365
31.12759686,68.0431,,-4.21565
31.13989401,68.0858,,-4.25835
31.15265799,68.1699,,-4.34245
31.16540313,68.2459,,-4.41845
31.17685485,68.2927,,-4.46525
31.18927884,68.1677,,-4.34025
31.2054131,67.9706,,-4.14315
31.21781588,67.7209,,-3.89345
31.22996998,67.4509,,-3.62345
31.2423799,67.2081,,-3.38065
31.25578308,67.0002,,-3.17275
31.26703405,66.765,,-2.93755
31.28321409,66.4224,,-2.59495
31.29552102,65.9993,,-2.17185
31.3083241,65.5134,,-1.68595
31.32017493,64.4719,,-0.64445
31.33246303,64.0401,,-0.21265
31.34870219,63.6892,,0.13825
31.36105895,63.3674,,0.46005
31.37339783,63.1064,,0.72105
31.385988,62.9443,,0.88315
31.39800215,62.7788,,1.04865
31.41041493,62.6043,,1.22315
31.42650008,62.4665,,1.36095
31.43883109,62.3675,,1.45995
31.45139289,62.412,,1.41545
31.4643991,62.8954,,0.93205
31.47585392,63.1661,,0.66135
31.48817611,63.3253,,0.50215
31.50439596,63.3399,,0.48755
31.51684594,63.2559,,0.57155
31.52903485,63.0473,,0.78015
31.54131079,62.7315,,1.09595
31.55383587,62.4484,,1.37905
31.56608915,62.2642,,1.56325
31.58225703,62.2124,,1.61505
31.59463501,62.2355,,1.59195
31.60683203,62.2131,,1.61435
31.61918497,62.2288,,1.59865
31.631387,62.3604,,1.46705
31.64378786,62.5897,,1.23775
31.66125298,62.908,,0.91945
31.6723671,63.27,,0.55745
31.68510413,63.5132,,0.31425
31.69704318,63.6262,,0.20125
31.70957708,63.5872,,0.24025
31.72583199,63.217,,0.61045
31.73783398,63.0831,,0.74435
31.75065589,63.0115,,0.81595
31.76252794,62.918,,0.90945
31.77485108,62.7948,,1.03265
31.78713202,62.7245,,1.10295
31.80340505,62.7403,,1.08715
31.81567717,62.817,,1.01045
31.82801604,62.8428,,0.98465
31.84054899,62.7838,,1.04365
31.85320115,62.5661,,1.26135
31.86497712,61.5186,,2.30885
31.88123298,60.939,,2.88845
31.89346385,60.4049,,3.42255
31.90598893,59.9654,,3.86205
31.9182508,59.648,,4.17945
31.93048596,59.3903,,4.43715
31.94281197,59.3026,,4.52485
31.95921397,59.4404,,4.38705
31.97189498,59.7375,,4.08995
31.984303,60.0689,,3.75855
31.99603486,60.8695,,2.95795
32.00834918,61.2599,,2.56755
32.02070379,61.4954,,2.33205
32.03711891,61.4869,,2.34055
32.04920483,61.2295,,2.59795
32.06189895,60.7545,,3.07295
32.07433009,60.1444,,3.68305
32.08663106,59.5255,,4.30195
32.10235906,58.9496,,4.87785
32.11466479,58.3366,,5.49085
32.12695217,57.2996,,6.52785
32.13929105,56.8478,,6.97965
32.1517942,56.4625,,7.36495
32.1639421,56.183,,7.64445
32.18024111,56.0095,,7.81795
32.19247508,55.8517,,7.97575
32.20484281,55.6263,,8.20115
32.21717381,55.2464,,8.58105
32.22970414,54.7843,,9.04315
32.24179292,54.3044,,9.52305
32.25795078,53.8999,,9.92755
32.27033496,53.4565,,10.37095
32.28264499,53.3083,,10.51915
32.29493594,53.1235,,10.70395
32.30726218,52.8501,,10.97735
32.32040215,52.5006,,11.32685
32.33588195,52.0879,,11.73955
32.34821105,51.6133,,12.21415
32.36189604,51.128,,12.69945
32.37273097,50.6351,,13.19235
32.38509893,50.1929,,13.63455
32.39750218,49.5643,,14.26315
32.41540813,49.3312,,14.49625
32.42603517,49.1637,,14.66375
32.43833494,48.9894,,14.83805
32.45148993,48.891,,14.93645
32.46296501,48.9125,,14.91495
32.47920299,49.0043,,14.82315
32.49145412,49.1978,,14.62965
32.50384879,49.4095,,14.41795
32.51696897,49.5563,,14.27115
32.52844191,49.751,,14.07645
32.54082298,49.9254,,13.90205
32.55697989,50.148,,13.67945
32.5693109,50.4745,,13.35295
32.58167386,50.8575,,12.96995
32.5939281,51.2771,,12.55035
32.60646296,51.7284,,12.09905
32.61859298,52.2169,,11.61055
32.63482594,52.7215,,11.10595
32.64715576,53.2344,,10.59305
32.65950394,53.7428,,10.08465
32.67193413,54.698,,9.12945
32.68635106,55.099,,8.72845
32.69632816,55.4705,,8.35695
32.7126739,55.8296,,7.99785
32.72493887,56.1732,,7.65425
32.73732901,56.4534,,7.37405
32.74960995,56.7081,,7.11935
32.7617991,56.9608,,6.86665
32.77426696,57.2056,,6.62185
32.79048395,57.4317,,6.39575
32.80349207,58.005,,5.82245
32.81554508,58.2737,,5.55375
32.82733512,58.5249,,5.30255
32.8397789,58.7357,,5.09175
32.85596514,58.9111,,4.91635
32.86829782,59.1032,,4.72425
32.88060093,59.3247,,4.50275
32.89292502,59.5686,,4.25885
32.90525603,59.8168,,4.01065
32.91755795,60.0291,,3.79835
32.93383384,60.3053,,3.52215
32.94615483,60.396,,3.43145
32.95864892,60.5437,,3.28375
32.97097898,60.7349,,3.09255
32.98308396,61.0145,,2.81295
32.9954989,61.3462,,2.48125
33.012254,61.6084,,2.21905
33.02463603,61.8705,,1.95695
33.03701806,62.1509,,1.67655
33.04959512,62.4619,,1.36555
33.06109405,62.7801,,1.04735
33.07335591,63.5269,,0.30055
33.08948016,63.8624,,-0.03495
33.10186696,64.1064,,-0.27895
33.1141119,64.2818,,-0.45435
33.12640715,64.4663,,-0.63885
33.13876104,64.7256,,-0.89815
33.15152287,65.0872,,-1.25975
33.16731501,65.5329,,-1.70545
33.17978597,66.0431,,-2.21565
33.19191098,66.6227,,-2.79525
33.20519996,68.0245,,-4.19705
33.21660089,68.7176,,-4.89015
33.23295093,69.3019,,-5.47445
33.24510884,69.716,,-5.88855
33.25766277,69.9746,,-6.14715
33.27047992,70.0886,,-6.26115
33.282058,70.0969,,-6.26945
33.29443002,69.937,,-6.10955
33.31062102,69.5575,,-5.73005
33.32289505,69.0291,,-5.20165
33.335356,67.9983,,-4.17085
33.34757996,67.6896,,-3.86215
33.36032391,67.5243,,-3.69685
33.37228417,67.5055,,-3.67805
33.38840795,67.5369,,-3.70945
33.40079498,67.4443,,-3.61685
33.41308498,67.2364,,-3.40895
33.42557883,67.0309,,-3.20345
33.43772292,66.8676,,-3.04015
33.45004988,66.7899,,-2.96245
33.46814394,66.89,,-3.06255
33.47856712,67.423,,-3.59555
33.49089694,67.5974,,-3.76995
33.50364518,67.6577,,-3.83025
33.51578999,67.5879,,-3.76045
33.52787089,67.3846,,-3.55715
33.54406595,67.1544,,-3.32695
33.55680394,66.956,,-3.12855
33.56884813,66.8324,,-3.00495
33.58099079,66.6939,,-2.86645
33.59338689,66.6305,,-2.80305
33.60983014,66.4483,,-2.62085
33.62193608,66.3478,,-2.52035
33.63422704,66.3668,,-2.53935
33.64671803,66.6225,,-2.79505
33.6588521,66.9971,,-3.16965
33.67128587,67.2494,,-3.42195
33.68741012,67.3705,,-3.54305
33.70004916,67.4578,,-3.63035
33.71212006,67.641,,-3.81355
33.72438788,67.958,,-4.13055
33.73699093,68.292,,-4.46455
33.7499392,68.1434,,-4.31595
33.76682091,67.7014,,-3.87395
33.77766204,66.984,,-3.15655
33.78988314,66.187,,-2.35955
33.80238509,65.4962,,-1.66875
33.81454206,64.9746,,-1.14715
33.82723498,64.5507,,-0.72325
33.84305406,64.2228,,-0.39535
33.85541606,63.9048,,-0.07735
33.86775994,63.6138,,0.21365
33.88001704,63.064,,0.76345
33.89244795,62.7219,,1.10555
33.90884399,62.2849,,1.54255
33.92100811,61.8097,,2.01775
33.9332881,61.2903,,2.53715
33.9455452,60.7237,,3.10375
33.95783305,60.167,,3.66045
33.97026086,59.7365,,4.09095
33.98639202,59.441,,4.38645
33.99889493,59.2316,,4.59585
34.01163793,58.9025,,4.92495
34.02336812,58.7949,,5.03255
34.03571796,58.647,,5.18045
34.04793477,58.4975,,5.32995
34.06429195,58.4081,,5.41935
34.0772531,58.3443,,5.48315
34.08898902,58.2753,,5.55215
34.1012032,58.1563,,5.67115
34.11350894,58.018,,5.80945
34.12582588,57.9662,,5.86125
34.14205313,57.7843,,6.04315
34.15440392,57.5289,,6.29855
34.16671801,57.1468,,6.68065
34.17903996,56.7525,,7.07495
34.19132781,56.4745,,7.35295
34.20404196,56.295,,7.53245
34.21989608,56.2021,,7.62535
34.23220181,56.1673,,7.66015
34.24457693,56.1109,,7.71655
34.25686216,56.0046,,7.82285
34.26926613,55.8618,,7.96565
34.28548002,55.3092,,8.51825
34.29771209,54.8314,,8.99605
34.30998111,54.3279,,9.49955
34.32237983,53.8934,,9.93405
34.33469605,53.4971,,10.33035
34.34696388,53.1889,,10.63855
34.36317992,53.0172,,10.81025
34.37947583,52.9485,,10.87895
34.38811994,52.923,,10.90445
34.40012312,52.9444,,10.88305
34.41247892,52.8787,,10.94875
34.42495799,52.7447,,11.08275
34.44106793,52.6281,,11.19935
34.45416379,52.5736,,11.25385
34.46600199,52.6198,,11.20765
34.47871304,52.6692,,11.15825
34.49038601,52.699,,11.12845
34.5045259,52.7773,,11.05015
34.51887298,52.8316,,10.99585
34.53118086,52.8752,,10.95225
34.54351306,52.9358,,10.89165
34.55597615,53.014,,10.81345
34.56863093,53.1361,,10.69135
34.58053708,53.2672,,10.56025
34.59670401,53.3295,,10.49795
34.60911393,53.3107,,10.51675
34.62206197,53.2204,,10.60705
34.63364506,53.0956,,10.73185
34.64600205,52.9192,,10.90825
34.66222405,52.6395,,11.18795
34.67515206,52.2257,,11.60175
34.68689799,51.09,,12.73745
34.6991961,50.5727,,13.25475
34.71140385,50.1017,,13.72575
34.72397518,49.5986,,14.22885
34.74004698,49.0087,,14.81875
34.75275993,48.3829,,15.44455
34.76562095,47.8116,,16.01585
34.77712607,47.3883,,16.43915
34.78933907,47.1478,,16.67965
34.80166912,47.0165,,16.81095
34.81812191,46.8987,,16.92875
34.83021784,47.0025,,16.82495
34.84249306,47.2333,,16.59415
34.85511684,47.5425,,16.28495
34.86715508,47.8557,,15.97175
34.87949991,48.0158,,15.81165
34.89567304,47.9773,,15.85015
34.90800977,47.8462,,15.98125
34.92091417,47.6764,,16.15105
34.9326551,47.5832,,16.24425
34.94494104,48.0328,,15.79465
34.95730495,48.6515,,15.17595
34.97360396,49.4092,,14.41825
34.98582387,50.2165,,13.61095
34.99813604,51.0137,,12.81375
35.01084208,51.835,,11.99245
35.02284694,52.5599,,11.26755
35.03900504,53.049,,10.77845
35.05131102,53.3582,,10.46925
35.06367707,53.5924,,10.23505
35.07602191,53.795,,10.03245
35.08837008,54.0801,,9.74735
35.10092497,54.2765,,9.55095
35.11728716,54.5448,,9.28265
35.129143,54.8199,,9.00755
35.14149809,55.0555,,8.77195
35.154387,55.1983,,8.62915
35.16616011,55.249,,8.57845
35.1784749,55.257,,8.57045
35.195364,55.2861,,8.54135
35.20760202,55.3553,,8.47215
35.21934986,55.5618,,8.26565
35.23168397,55.7249,,8.10255
35.24397302,55.9477,,7.87975
35.25628519,56.1416,,7.68585
35.2731061,56.3154,,7.51205
35.28497815,56.4482,,7.37925
35.29714489,56.5502,,7.27725
35.30946803,56.6415,,7.18595
35.32189512,56.7239,,7.10355
35.33413792,56.8371,,6.99035
35.35030794,0.229,,63.59845
35.36312008,57.6075,,6.21995
35.37495899,57.88,,5.94745
35.38778782,58.188,,5.63945
35.39964104,58.5158,,5.31165
35.41304803,58.8346,,4.99285
35.42814612,59.1246,,4.70285
35.44049406,59.4167,,4.41075
35.45282388,59.6696,,4.15785
35.46507597,59.7996,,4.02785
35.47753787,59.8548,,3.97265
35.493608,59.9385,,3.88895
35.50794697,60.1837,,3.64375
35.51863599,60.6281,,3.19935
35.53082895,61.1665,,2.66095
35.54295897,61.6874,,2.14005
35.55563307,62.2013,,1.62615
35.5720439,62.666,,1.16145
35.58379006,63.1565,,0.67095
35.59612989,63.7305,,0.09695
35.60892677,64.4531,,-0.62565
35.62087011,65.9556,,-2.12815
35.63310599,66.3722,,-2.54475
35.64933586,66.4705,,-2.64305
35.66160393,66.4828,,-2.65535
35.674366,66.6103,,-2.78285
35.68655086,66.8771,,-3.04965
35.69857812,67.2005,,-3.37305
35.71110606,67.5499,,-3.72245
35.73022103,67.9301,,-4.10265
35.74008489,68.3568,,-4.52935
35.75171709,68.886,,-5.05855
35.76430893,69.9395,,-6.11205
35.77649999,70.1555,,-6.32805
35.78897905,70.0358,,-6.20835
