Time (s),Mass (kg),,Pull force (kg)
12.21908092,63.1477,,3.698963
12.23529387,64.231,,2.615663
12.24759603,64.9476,,1.899063
12.26065207,65.1082,,1.738463
12.27225399,64.7648,,2.081863
12.28503203,64.2647,,2.581963
12.29694009,63.5881,,3.258563
12.31413913,63.702,,3.144663
12.32620502,63.8235,,3.023163
12.33779907,63.8343,,3.012363
12.35011411,63.8267,,3.019963
12.36248708,63.7933,,3.053363
12.37865329,63.5166,,3.330063
12.39154196,63.0317,,3.814963
12.40414,62.5436,,4.303063
12.41580105,62.2124,,4.634263
12.42806292,61.7224,,5.124263
12.4402411,60.1536,,6.693063
12.45647216,59.5349,,7.311763
12.46886396,59.0463,,7.800363
12.48114991,58.5414,,8.305263
12.49344707,58.0071,,8.839563
12.50568914,57.424,,9.422663
12.51807213,57.0951,,9.751563
12.53429008,57.0116,,9.835063
12.5465982,56.8861,,9.960563
12.56556416,56.6921,,10.154563
12.57135105,55.159,,11.687663
12.58398199,53.6503,,13.196363
12.59662008,51.7846,,15.062063
12.61213207,49.2698,,17.576863
12.62458587,46.0005,,20.846163
12.63709807,42.513,,24.333663
12.64911604,38.9473,,27.899363
12.66137505,35.3726,,31.474063
12.67416906,32.122,,34.724663
12.68996906,29.1544,,37.692263
12.70230603,25.5818,,41.264863
12.71469307,24.9672,,41.879463
12.72694111,24.5558,,42.290863
12.73948407,24.3537,,42.492963
12.75583887,23.8862,,42.960463
12.76781583,22.6762,,44.170463
12.78011799,20.5757,,46.270963
12.7924552,18.1989,,48.647763
12.804672,16.0581,,50.788563
12.81698608,14.3175,,52.529163
12.83344603,12.401,,54.445663
12.84584498,12.3485,,54.498163
12.85798097,12.6693,,54.177363
12.87052894,13.4722,,53.374463
12.88269901,14.9225,,51.924163
12.89507198,16.7822,,50.064463
12.91113901,18.7622,,48.084463
12.92371202,20.8025,,46.044163
12.93570995,22.6767,,44.169963
12.94810796,24.2515,,42.595163
12.9605391,26.1494,,40.697263
12.97261906,32.0635,,34.783163
12.988904,34.3409,,32.505763
13.00134921,35.9449,,30.901763
13.01374626,36.9175,,29.929163
13.02586222,36.8546,,29.992063
13.03836417,36.1323,,30.714363
13.05087686,35.8245,,31.022163
13.06677103,36.7435,,30.103163
13.07919002,38.8901,,27.956563
13.0914371,41.6319,,25.214763
13.10374713,46.1585,,20.688163
13.11599302,47.7312,,19.115463
13.13228416,49.3284,,17.518263
13.14457607,51.4075,,15.439163
13.15689111,54.2794,,12.567263
13.16923594,57.7158,,9.130863
13.18149018,61.3834,,5.463263
13.19390011,65.6363,,1.210363
13.21009207,69.8544,,-3.007737
13.22245502,73.3236,,-6.476937
13.23477602,78.4886,,-11.641937
13.24699116,80.7665,,-13.919837
13.25944018,82.5671,,-15.720437
13.27238202,83.5125,,-16.665837
13.28796005,83.7725,,-16.925837
13.30058599,85.1648,,-18.318137
13.31349087,87.5982,,-20.751537
13.32568288,88.8156,,-21.968937
13.33725095,87.8403,,-20.993637
13.34955907,85.3149,,-18.468237
13.3657341,80.6401,,-13.793437
13.37818694,79.1097,,-12.263037
13.39071298,77.813,,-10.966337
13.40292716,76.4091,,-9.562437
13.416677,74.8875,,-8.040837
13.43169308,73.294,,-6.447337
13.44426322,71.3861,,-4.539437
13.45867205,69.0781,,-2.231437
13.47024298,66.6343,,0.212363
13.48467207,64.3954,,2.451263
13.49288106,62.7148,,4.131863
13.50948095,61.0755,,5.771163
13.52146196,60.6303,,6.216363
13.53368115,60.0503,,6.796363
13.54616714,59.6,,7.246663
13.558393,59.376,,7.470663
13.57078505,59.4279,,7.418763
13.58693027,59.8924,,6.954263
13.59920311,60.3799,,6.466763
13.61330295,60.5812,,6.265463
13.62380099,60.7369,,6.109763
13.63619208,60.9296,,5.917063
13.64851308,60.748,,6.098663
13.66474605,60.4244,,6.422263
13.67820907,60.0778,,6.768863
13.68945003,59.7862,,7.060463
13.70196414,59.7884,,7.058263
13.71395302,60.1393,,6.707363
13.72713208,60.5538,,6.292863
13.74369097,61.1452,,5.701463
13.75494409,61.8042,,5.042463
13.76715708,63.1383,,3.708363
13.77950096,64.0237,,2.822963
13.79446912,64.9059,,1.940763
13.80424809,65.8687,,0.977963
13.82344699,67.0809,,-0.234237
13.83673286,68.197,,-1.350337
13.84516001,68.9124,,-2.065737
13.85735393,69.1931,,-2.346437
13.86976194,69.4089,,-2.562237
13.885885,69.8064,,-2.959737
13.89820528,70.3166,,-3.469937
13.91065121,70.546,,-3.699337
13.92288995,70.8532,,-4.006537
13.93544698,70.7721,,-3.925437
13.947685,70.0044,,-3.157737
13.96374106,68.8019,,-1.955237
13.97702599,67.4549,,-0.608237
13.98836088,66.1129,,0.733763
14.00079107,64.7765,,2.070163
14.01309514,63.1796,,3.667063
14.02531409,61.2785,,5.568163
14.04157519,57.9045,,8.942163
14.05384707,56.8467,,9.999963
14.06620693,56.121,,10.725663
14.07845712,55.4304,,11.416263
14.09100103,54.6618,,12.184863
14.10310912,53.9024,,12.944263
14.11938095,53.391,,13.455663
14.13168716,53.209,,13.637663
14.14423013,53.0228,,13.823863
14.15633893,52.6774,,14.169263
14.16871595,50.815,,16.031663
14.18186498,49.054,,17.792663
14.197366,46.8637,,19.982963
14.20980597,44.4971,,22.349563
14.22179914,42.2935,,24.553163
14.23500109,40.6485,,26.198163
14.24640417,39.4973,,27.349363
14.26272106,38.4566,,28.390063
14.27503991,37.2505,,29.596163
14.28741026,35.36,,31.486663
14.29974198,29.1505,,37.696163
14.31214905,25.8189,,41.027763
14.32455611,23.1499,,43.696763
14.34063888,21.512,,45.334663
14.35285902,20.6575,,46.189163
14.36518192,20.1873,,46.659363
14.37757206,20.0223,,46.824363
14.38978815,19.9415,,46.905163
14.40216804,19.7782,,47.068463
14.41836596,19.753,,47.093663
14.43072009,21.0567,,45.789963
14.44315314,22.5844,,44.262263
14.45541501,24.6603,,42.186363
14.46780586,26.4027,,40.443963
14.48000884,27.4846,,39.362063
14.49619102,28.5046,,38.342063
14.50876594,29.6845,,37.162163
14.52083206,30.5122,,36.334463
14.53315926,30.8003,,36.046363
14.54551291,30.8982,,35.948463
14.55780602,31.5765,,35.270163
14.57400393,34.7227,,32.123963
14.58630705,37.0795,,29.767163
14.59885597,39.29,,27.556663
14.61137509,41.2154,,25.631263
14.62366891,42.936,,23.910663
14.63955402,44.384,,22.462663
14.65182614,45.5204,,21.326263
14.66675925,47.0742,,19.772463
14.6778512,49.5272,,17.319463
14.69601297,52.8497,,13.996963
14.70835614,59.2162,,7.630463
14.71910596,60.7748,,6.071863
14.73010397,61.6853,,5.161363
14.74493003,63.0855,,3.761163
14.75628114,65.7357,,1.110963
14.77129006,69.1868,,-2.340137
14.77918005,72.795,,-5.948337
14.80053401,76.0534,,-9.206737
14.80751991,78.9979,,-12.151237
14.8198421,81.2897,,-14.443037
14.83227897,85.2492,,-18.402537
14.8454411,87.1456,,-20.298937
14.85668302,88.8576,,-22.010937
14.87298918,90.4833,,-23.636637
14.88532615,91.2769,,-24.430237
14.89765716,91.0575,,-24.210837
14.91001701,90.2679,,-23.421237
14.92236114,88.9764,,-22.129737
14.93758798,87.538,,-20.691337
14.95155001,85.9583,,-19.111637
14.97166896,82.361,,-15.514337
14.98088217,80.1907,,-13.344037
14.99096704,77.6504,,-10.803737
15.00466895,74.9268,,-8.080137
15.018646,72.0795,,-5.232837
15.03085804,69.4045,,-2.557837
15.04695606,66.9372,,-0.090537
15.05342627,64.8485,,1.998163
15.06569695,63.1422,,3.704463
15.0784471,61.568,,5.278663
15.09425616,60.2979,,6.548763
15.10648108,57.9036,,8.943063
15.11884117,57.1498,,9.696863
15.13112211,56.6936,,10.153063
15.14349318,56.4895,,10.357163
15.15600801,56.2956,,10.551063
15.17198205,55.9938,,10.852863
15.19548798,55.8224,,11.024263
15.19667411,56.102,,10.744663
15.21317005,56.9287,,9.917963
15.22237587,57.8825,,8.964163
15.23969984,59.572,,7.274663
15.25185609,60.1371,,6.709563
15.26308823,60.7284,,6.118263
15.27761197,61.3882,,5.458463
15.28780794,62.1775,,4.669163
15.30080795,63.3302,,3.516463
15.3126111,64.5516,,2.295063
15.32765007,65.4188,,1.427863
15.33997202,65.9449,,0.901763
15.35230517,66.2131,,0.633563
15.3646121,67.087,,-0.240337
15.37702608,67.6728,,-0.826137
15.39337707,67.9045,,-1.057837
15.40552711,67.6156,,-0.768937
15.41779804,67.0904,,-0.243737
15.43124604,66.5769,,0.269763
15.44430304,66.0859,,0.760763
15.45546007,65.5029,,1.343763
15.47373319,64.7958,,2.050863
15.48795485,64.3349,,2.511763
15.496176,64.808,,2.038663
15.51314402,65.1316,,1.715063
15.52231598,65.4134,,1.433263
15.53372526,66.2108,,0.635863
15.54882097,67.5476,,-0.700937
15.56597018,68.8035,,-1.956837
15.57441401,69.536,,-2.689337
15.5857389,69.89,,-3.043337
15.59813809,70.1925,,-3.345837
15.61090398,70.5965,,-3.749837
15.62666893,71.2425,,-4.395837
15.63894296,72.8419,,-5.995237
15.65121984,73.5423,,-6.695637
15.66353106,73.7978,,-6.951137
15.675915,73.5523,,-6.705637
15.69018698,73.0735,,-6.226837
15.70461583,72.4368,,-5.590137
15.71677589,71.6339,,-4.787237
15.73108411,70.5316,,-3.684937
15.74594402,68.9366,,-2.089937
15.75589013,66.8406,,0.006063
15.77096605,62.3182,,4.528463
15.78238201,60.1295,,6.717163
15.79746294,57.7947,,9.051963
15.80694008,55.3868,,11.459863
15.819381,53.0294,,13.817263
15.83157492,50.8857,,15.960963
15.84823489,49.2302,,17.616463
15.8615129,47.7299,,19.116763
15.87252188,46.2021,,20.644563
15.88476014,44.9238,,21.922863
15.89724588,42.2758,,24.570863
15.90948915,40.7167,,26.129963
15.92575097,39.4564,,27.390263
15.93815303,38.2153,,28.631363
15.95033216,36.464,,30.382663
15.96290207,34.3007,,32.545963
15.97617197,32.1136,,34.733063
15.98809218,30.1236,,36.723063
16.00343108,28.4193,,38.427363
16.01577592,27.2386,,39.608063
16.02934289,27.1891,,39.657563
16.04045582,26.8148,,40.031863
16.05275798,26.1374,,40.709263
16.06561399,25.7728,,41.073863
16.08127785,25.3792,,41.467463
16.09389901,24.4353,,42.411363
16.10594511,23.3896,,43.457063
16.11826706,22.959,,43.887663
16.13050008,23.8476,,42.999063
16.14678407,26.263,,40.583663
16.15915704,29.5566,,37.290063
16.17145896,35.6797,,31.166963
16.18576002,37.8358,,29.010863
16.19618106,39.5866,,27.260063
16.21481609,41.0591,,25.787563
16.22476411,42.0947,,24.751963
16.23776507,42.9702,,23.876463
16.24936795,44.151,,22.695663
16.28093791,45.4946,,21.352063
16.28218222,46.8717,,19.974963
16.29993916,48.4066,,18.440063
16.30256009,51.2262,,15.620463
16.31477094,52.3425,,14.504163
16.32720709,53.4214,,13.425263
16.33940101,54.6059,,12.240763
16.35170293,56.2143,,10.632363
16.36420608,58.5844,,8.262263
16.38028789,62.2731,,4.573563
16.39258909,67.4029,,-0.556237
16.40489388,71.5495,,-4.702837
16.41718388,72.0898,,-5.243137
16.43145013,70.933,,-4.086337
16.45000815,72.9541,,-6.107437
16.45866013,77.0881,,-10.241437
16.47039509,82.0629,,-15.216237
16.48329496,86.5275,,-19.680837
16.49527812,89.143,,-22.296337
16.50762391,90.0872,,-23.240537
16.52361798,90.3349,,-23.488237
16.53866696,90.3446,,-23.497937
16.54840207,90.3759,,-23.529237
16.56552386,12.0467,,54.799963
16.58282018,88.9885,,-22.141837
16.59011197,88.3595,,-21.512837
16.60567284,87.2521,,-20.405437
16.61516905,85.1711,,-18.324437
16.63040304,82.3899,,-15.543237
16.64890909,79.2304,,-12.383737
16.65133405,76.0848,,-9.238137
16.66715217,73.2901,,-6.443437
16.67978501,70.631,,-3.784337
16.69163704,68.3279,,-1.481237
16.70383787,66.3288,,0.517863
16.71634817,64.3425,,2.504163
16.72873497,62.6523,,4.194363
16.7447648,61.2333,,5.613363
16.75710416,60.0101,,6.836563
16.76936698,59.0419,,7.804763
16.78168225,58.4338,,8.412863
16.79413509,57.831,,9.015663
16.80679798,56.8124,,10.034263
16.82703114,55.8572,,10.989463
16.83591509,55.5835,,11.263163
16.84914994,55.7296,,11.117063
16.86939812,55.5855,,11.261163
16.87234402,55.0714,,11.775263
16.88510609,54.7882,,12.058463
16.91349292,54.859,,11.987663
16.91457415,54.8773,,11.969363
16.92945409,54.9928,,11.853863
16.93751121,55.119,,11.727663
16.94976783,55.1597,,11.686963
16.96205211,56.5665,,10.280163
16.97842097,57.991,,8.855663
16.99052405,59.5029,,7.343763
17.00324821,60.593,,6.253663
17.01527715,61.0498,,5.796863
17.027596,61.2577,,5.588963
17.04397011,61.7799,,5.066763
17.05700302,62.8995,,3.947163
17.06956911,64.2911,,2.555563
17.09040523,65.6118,,1.234863
17.09801698,68.2577,,-1.411037
17.10975885,69.6682,,-2.821537
17.12205219,70.9541,,-4.107437
17.1363101,71.8207,,-4.974037
17.14628601,72.3551,,-5.508437
17.16168118,72.6651,,-5.818437
17.182019,72.9702,,-6.123537
17.18361998,73.2648,,-6.418137
17.19971991,73.3096,,-6.462937
17.21330094,72.9238,,-6.077137
17.22446704,71.1231,,-4.276437
17.23759103,70.2599,,-3.413237
17.24869299,69.5976,,-2.750937
17.26304603,69.0242,,-2.177537
17.27931595,68.5219,,-1.675237
17.28956413,68.2178,,-1.371137
17.30284119,68.14,,-1.293337
17.31416297,68.1532,,-1.306537
17.32764697,68.0661,,-1.219437
17.33884525,67.821,,-0.974337
17.35520792,67.6467,,-0.800037
17.368011,67.5846,,-0.737937
17.38118505,67.7008,,-0.854137
17.39211702,67.8656,,-1.018937
17.40594196,68.0106,,-1.163937
17.42084599,68.045,,-1.198337
17.43295503,68.2591,,-1.412437
17.45046806,68.9996,,-2.152937
17.47437906,70.0228,,-3.176137
17.48081613,70.8882,,-4.041537
17.48656416,71.4221,,-4.575437
17.49857712,72.0732,,-5.226537
17.51107311,72.1297,,-5.283037
17.52313495,72.0093,,-5.162637
17.53542614,71.6968,,-4.850137
17.54770207,71.3981,,-4.551437
17.56261396,70.9547,,-4.108037
17.57638097,70.3789,,-3.532237
17.58948207,69.403,,-2.556337
17.60296702,67.54,,-0.693337
17.61493015,64.8185,,2.028163
17.625664,58.7373,,8.109363
17.63794208,56.6794,,10.167263
17.65406108,55.3758,,11.470863
17.66661716,54.598,,12.248663
17.68012691,53.6923,,13.154363
17.69143295,52.2896,,14.557063
17.7047019,50.6846,,16.162063
17.71630096,49.124,,17.722663
17.73190022,47.4293,,19.417363
17.74634004,45.854,,20.992663
17.75745988,44.0526,,22.794063
17.76885104,42.8409,,24.005763
17.78112507,41.5332,,25.313463
17.79742908,40.3793,,26.467363
17.81308103,39.3552,,27.491463
17.82241297,38.6705,,28.176163
17.8367722,38.2287,,28.617963
17.84822202,37.74,,29.106663
17.86429906,36.7977,,30.048963
17.87581992,34.9163,,31.930363
17.8884542,32.1649,,34.681763
17.89999104,26.4189,,40.427763
17.9153862,25.0506,,41.796063
17.92547297,24.5627,,42.283963
17.93746209,24.66,,42.186663
17.95307708,24.9676,,41.879063
17.96555114,25.4816,,41.365063
17.98055696,26.2314,,40.615263
17.99036217,27.1152,,39.731463
18.00234222,28.2093,,38.637363
18.01518607,29.736,,37.110663
18.03088617,33.0226,,33.824063
18.04352522,34.6766,,32.170063
18.05551004,36.7424,,30.104263
18.06797004,39.299,,27.547663
18.08898807,41.9961,,24.850563
18.09341407,44.6483,,22.198363
18.10922384,47.3047,,19.541963
18.1215899,50.0229,,16.823763
18.13332295,52.4643,,14.382363
18.146101,54.609,,12.237663
18.15793109,57.8808,,8.965863
18.17420006,59.1235,,7.723163
18.20136905,60.1958,,6.650863
18.20245719,61.1144,,5.732263
18.21325207,61.8952,,4.951463
18.24710512,62.932,,3.914663
18.24843502,64.8036,,2.043063
18.25704598,66.9946,,-0.147937
18.26449108,69.3264,,-2.479737
18.28211808,72.0583,,-5.211637
18.29463005,75.4694,,-8.622737
18.30623412,75.1249,,-8.278237
18.31389403,74.8833,,-8.036637
18.32985806,76.0746,,-9.227937
18.34272313,78.5489,,-11.702237
18.35459399,82.0386,,-15.191937
18.36680698,85.6913,,-18.844637
18.38022017,87.6234,,-20.776737
18.39162207,87.6241,,-20.777437
18.40765524,86.8303,,-19.983637
18.41999316,86.25,,-19.403337
18.43238091,86.7645,,-19.917837
18.44639516,86.8886,,-20.041937
18.45709205,86.5253,,-19.678637
18.46926904,85.5764,,-18.729737
18.48727298,83.7043,,-16.857637
18.49968719,81.4336,,-14.586937
18.51359105,79.2015,,-12.354837
18.52342606,77.0639,,-10.217237
18.53539991,74.9391,,-8.092437
18.55107307,72.7582,,-5.911537
18.56507325,69.1127,,-2.266037
18.58611989,67.3255,,-0.478837
18.60248709,65.5505,,1.296163
18.60360003,63.8146,,3.032063
18.61854792,62.4785,,4.368163
18.63407516,61.3285,,5.518163
18.64118123,60.3116,,6.535063
18.65766811,59.6877,,7.158963
18.66577506,59.3216,,7.525063
18.67838001,58.9683,,7.878363
18.69067597,57.9341,,8.912563
18.70685101,57.6203,,9.226363
18.71909904,57.8354,,9.011263
18.73133588,58.3534,,8.493263
18.74362111,58.819,,8.027663
18.75657701,59.431,,7.415663
18.77149796,59.7479,,7.098763
18.78452706,59.6043,,7.242363
18.79686904,59.1355,,7.711163
18.80985212,58.2653,,8.581363
18.82176304,57.1208,,9.725863
18.83401322,56.8352,,10.011463
18.85141611,56.7004,,10.146263
18.86714506,56.6447,,10.201963
18.87608504,56.5303,,10.316363
18.88868618,56.4537,,10.392963
18.90248227,56.6585,,10.188163
18.91462088,57.0675,,9.779163
18.932477,57.5771,,9.269563
18.94127512,58.0855,,8.761163
18.95243406,58.4318,,8.414863
18.96481824,58.4965,,8.350163
18.97745609,58.2861,,8.560563
18.98938203,58.2565,,8.590163
19.00567698,58.5299,,8.316763
19.017946,59.3165,,7.530163
19.03048396,60.4876,,6.359063
19.04274511,62.059,,4.787663
19.05492496,63.8648,,2.981863
19.069484,65.5958,,1.250863
19.08364415,67.4213,,-0.574637
19.09755898,71.4565,,-4.609837
19.10819411,73.2502,,-6.403537
19.12050414,74.35,,-7.503337
19.13277102,74.6379,,-7.791237
19.1546061,74.2823,,-7.435637
19.16555595,73.5514,,-6.704737
19.17479801,72.6591,,-5.812437
19.18871713,71.6123,,-4.765637
19.20039105,70.451,,-3.604337
19.210531,69.1985,,-2.351837
19.22281909,66.5879,,0.258763
19.23914003,65.5301,,1.316563
19.25173903,64.9772,,1.869463
19.26412702,65.062,,1.784663
19.276052,65.7282,,1.118463
19.28847003,66.5315,,0.315163
19.30461311,67.0625,,-0.215837
19.3170681,67.2766,,-0.429937
19.33585191,67.3551,,-0.508437
19.341645,67.4561,,-0.609437
19.35417295,67.59,,-0.743337
19.36633611,67.7461,,-0.899437
19.38267422,68.0704,,-1.223737
19.395684,68.7218,,-1.875137
19.40815401,69.5136,,-2.666937
19.41942501,70.2054,,-3.358737
19.44840693,70.6413,,-3.794637
19.44968295,70.7911,,-3.944437
19.466259,70.8005,,-3.953837
19.47266984,70.8352,,-3.988537
19.48878002,70.9096,,-4.062937
19.49728799,70.767,,-3.920337
19.51666403,70.5964,,-3.749737
19.526021,70.5321,,-3.685437
19.53825712,70.4736,,-3.626937
19.55040884,70.2502,,-3.403537
19.56459212,69.8337,,-2.987037
19.57537103,69.2227,,-2.376037
19.58751607,68.6501,,-1.803437
19.60053706,68.0005,,-1.153837
19.61596799,67.1505,,-0.303837
19.62831616,64.5254,,2.321263
19.64063406,62.8445,,4.002163
19.65312886,61.1655,,5.681163
19.66523409,59.6617,,7.184963
19.68145895,58.4115,,8.435163
19.69380403,57.3838,,9.462863
19.70667315,56.6035,,10.243163
19.71841621,55.9077,,10.938963
19.73074007,55.0826,,11.764063
19.74309802,53.972,,12.874663
19.75926709,51.3437,,15.502963
19.77160907,50.2763,,16.570363
19.78393102,49.2957,,17.550963
19.79624391,48.2037,,18.642963
19.80865312,46.7253,,20.121363
19.82095504,44.9231,,21.923563
19.83711886,43.133,,23.713663
19.849401,41.6671,,25.179563
19.86182094,40.3343,,26.512363
19.87400103,39.0636,,27.783063
19.88652802,38.0069,,28.839763
19.89873719,37.8882,,28.958463
19.91496801,38.0777,,28.768963
19.92734504,38.881,,27.965663
19.93967199,39.6585,,27.188163
19.951823,40.0052,,26.841463
19.96423197,40.0288,,26.817863
19.97660708,39.4359,,27.410763
19.99289703,38.0365,,28.810163
20.00508523,36.9359,,29.910763
20.01743317,36.7433,,30.103363
20.02975106,38.1527,,28.693963
20.04204488,39.1014,,27.745263
20.05834484,39.9787,,26.867963
20.08354092,40.7278,,26.118863
20.08485603,41.353,,25.493663
20.09931207,42.0501,,24.796563
20.1150651,43.0964,,23.750263
20.12005091,44.539,,22.307663
20.14164925,46.3961,,20.450563
20.15190697,48.431,,18.415663
20.16096091,52.1441,,14.702563
20.17770791,53.2277,,13.618963
20.18636584,54.0864,,12.760263
20.19774508,55.2197,,11.626963
20.2141571,56.7939,,10.052763
20.22651696,58.3377,,8.508963
20.23856711,59.5484,,7.298263
20.25088906,60.2674,,6.579263
20.26326108,60.7919,,6.054763
20.2756021,61.4315,,5.415163
20.29173493,65.4465,,1.400163
20.30407286,67.8735,,-1.026837
20.31788301,69.2934,,-2.446737
20.33532906,69.7319,,-2.885237
20.34152102,70.1649,,-3.318237
20.35758615,71.7994,,-4.952737
20.36964917,74.9426,,-8.095937
20.38221407,78.7658,,-11.919137
20.39425826,81.5507,,-14.704037
20.4065001,82.9934,,-16.146737
20.41881299,83.3991,,-16.552437
20.43507504,83.741,,-16.894337
20.44744396,84.2664,,-17.419737
20.45987821,84.6725,,-17.825837
20.47197795,85.0121,,-18.165437
20.48440814,85.1124,,-18.265737
20.49672604,84.7312,,-17.884537
20.51293898,83.9269,,-17.080237
20.525177,83.045,,-16.198337
20.53752899,81.6973,,-14.850637
20.549891,79.8934,,-13.046737
20.5621922,76.1293,,-9.282637
20.5747242,74.918,,-8.071337
20.60182023,73.8493,,-7.002637
20.60302114,72.4795,,-5.632837
20.61965203,70.7505,,-3.903837
20.63481808,68.8146,,-1.967937
20.64788699,67.1402,,-0.293537
20.65764809,65.8328,,1.013863
20.68152285,64.6229,,2.223763
20.68630505,63.6246,,3.222063
20.69319701,61.5217,,5.324963
20.70553493,60.6369,,6.209763
20.71800709,59.8729,,6.973763
20.73018503,59.2732,,7.573463
20.74648118,58.9443,,7.902363
20.75866604,58.6374,,8.209263
20.77105904,58.4093,,8.437363
20.78333211,58.3639,,8.482763
20.79571104,58.282,,8.564663
20.81626916,58.2828,,8.563863
20.82503009,58.479,,8.367663
20.83688903,58.5605,,8.286163
20.84921908,58.601,,8.245663
20.86123705,58.6147,,8.231963
20.87351608,58.6437,,8.202963
20.88983393,58.7598,,8.086863
20.90204,58.8095,,8.037163
20.91443086,58.6035,,8.243163
20.92674088,58.3932,,8.453463
20.93905401,58.4118,,8.434863
20.95131207,58.6557,,8.190963
20.96752501,58.7316,,8.115063
20.97989511,58.8749,,7.971763
20.99222922,58.9438,,7.902863
21.00455284,58.8953,,7.951363
21.01683712,58.8948,,7.951863
21.02918506,58.9069,,7.939763
21.04541421,58.9371,,7.909563
21.05769396,59.0191,,7.827563
21.06998301,58.981,,7.865663
21.08245015,58.6672,,8.179463
21.09460402,57.5837,,9.262963
21.10687399,57.2081,,9.638563
21.123209,57.02,,9.826663
21.13554406,57.0318,,9.814863
21.14818192,57.1514,,9.695263
21.16033411,57.6586,,9.188063
21.17240596,58.589,,8.257663
21.18877411,59.6765,,7.170163
21.20103693,60.6561,,6.190563
21.21338487,61.3168,,5.529863
21.22566819,61.4231,,5.423563
21.23801208,61.3031,,5.543563
21.25026989,61.5194,,5.327263
21.26657414,62.2643,,4.582363
21.27887201,63.3567,,3.489963
21.2911222,64.9102,,1.936463
21.30352402,66.9046,,-0.057937
21.31582093,69.088,,-2.241337
21.32818007,71.3122,,-4.465537
21.34445596,73.2781,,-6.431437
21.35666394,75.3412,,-8.494537
21.36932302,75.2348,,-8.388137
21.38150811,74.4171,,-7.570437
21.39366603,72.9369,,-6.090237
21.405972,71.3294,,-4.482737
21.42242312,70.0513,,-3.204637
21.43448019,68.9675,,-2.120837
21.45667505,67.9052,,-1.058537
21.46554708,66.8959,,-0.049237
21.47302008,65.8587,,0.987963
21.48881817,64.8694,,1.977263
21.50377011,63.6568,,3.189863
21.51269507,63.8009,,3.045763
21.52468204,64.4955,,2.351163
21.53691912,65.5238,,1.322863
21.54925418,66.6088,,0.237863
21.56927896,67.4391,,-0.592437
21.57791114,67.9238,,-1.077137
21.59098005,68.1311,,-1.284437
21.60242987,68.2018,,-1.355137
21.61541605,68.2743,,-1.427637
21.62716413,68.5475,,-1.700837
21.64339209,68.7744,,-1.927737
21.65569806,69.1207,,-2.274037
21.66800404,69.548,,-2.701337
21.68035913,69.7521,,-2.905437
21.69263005,69.6498,,-2.803137
21.70496726,69.3099,,-2.463237
21.72118902,69.0314,,-2.184737
21.73345399,69.096,,-2.249337
21.74591303,69.3552,,-2.508537
21.75827909,69.7274,,-2.880737
21.77048397,69.9453,,-3.098637
21.78294921,70.1245,,-3.277837
21.79903316,70.1787,,-3.332037
21.81131792,70.0405,,-3.193837
21.82832408,69.5809,,-2.734237
21.83677101,68.8918,,-2.045137
21.84832907,68.1083,,-1.261637
21.86059594,67.2979,,-0.451237
21.87740517,66.5706,,0.276063
21.88915825,64.6004,,2.246263
21.90202212,63.0595,,3.787163
21.91381717,61.0082,,5.838463
21.92622685,58.3893,,8.457363
21.94233799,55.7414,,11.105263
21.95468593,53.5803,,13.266363
21.96701407,51.9798,,14.866863
21.97932696,50.7912,,16.055463
21.99162316,49.7465,,17.100163
22.0042119,48.5332,,18.313463
22.02015996,46.9842,,19.862463
22.03251004,44.3928,,22.453863
22.04487801,43.2219,,23.624763
22.05714417,42.3371,,24.509563
22.06936908,41.8644,,24.982263
22.08167195,41.44,,25.406663
22.09839296,41.0013,,25.845363
22.11038113,40.9917,,25.854963
22.12260199,41.234,,25.612663
22.13495708,41.3296,,25.517063
22.14788413,41.2617,,25.584963
22.15948892,40.384,,26.462663
22.17579603,39.5314,,27.315263
22.18810225,38.1936,,28.653063
22.20041895,36.4173,,30.429363
22.21281195,34.7647,,32.081963
22.22511411,33.62,,33.226663
22.23739696,32.6757,,34.170963
22.25361824,31.5901,,35.256563
22.26596904,31.0115,,35.835163
22.27833009,31.6446,,35.202063
22.29066491,35.3148,,31.531863
22.30305314,37.1506,,29.696063
22.32725286,38.624,,28.222663
22.33488894,39.7215,,27.125163
22.34666204,40.3217,,26.524963
22.35610223,40.6596,,26.187063
22.36897898,41.0664,,25.780263
22.38081098,41.7661,,25.080563
22.39698601,42.7462,,24.100463
22.40927505,43.7908,,23.055863
22.42173409,45.7366,,21.110063
22.43395209,46.5882,,20.258463
22.446383,47.5083,,19.338363
22.45858812,48.7044,,18.142263
22.474998,50.2205,,16.626163
22.48790288,52.1195,,14.727163
22.49945807,54.1777,,12.668963
22.51185107,56.1031,,10.743563
22.5240922,57.7184,,9.128263
22.53641796,58.8354,,8.011263
22.55263901,59.3877,,7.458963
22.56496787,60.9091,,5.937563
22.57726097,62.4848,,4.361863
22.58959413,64.5124,,2.334263
22.60211515,66.9162,,-0.069537
22.61826396,69.6767,,-2.830037
22.63047409,72.4077,,-5.561037
22.64277411,74.7956,,-7.948937
22.65512919,77.0687,,-10.222037
22.6673789,79.2814,,-12.434737
22.67975307,80.9747,,-14.128037
22.69599009,82.8305,,-15.983837
22.70830011,83.3656,,-16.518937
22.72058487,83.8039,,-16.957237
22.73293114,84.1669,,-17.320237
22.74525523,84.3079,,-17.461237
22.75755596,84.0195,,-17.172837
22.77382183,83.1874,,-16.340737
