1.912811995,0.0074
1.926681042,0.0057
1.938863039,0.0059
1.950916052,0.0198
1.96283102,0.0266
1.983120203,0.0136
1.989397049,0.0115
2.000034094,0.0205
2.02127409,0.019
2.028869152,0.0149
2.037022829,0.0254
2.0569489,0.0019
2.062388897,0.0102
2.073271036,0.0174
2.086029053,0.0068
2.097126007,0.0117
2.109326124,0.016
2.123581171,0.0023
2.133950949,0.0083
2.152626038,0.0107
2.158576012,0.0091
2.171044111,0.0076
2.183165073,0.0035
2.195374966,0.0021
2.209710121,0.0123
2.222105026,0.016
2.232454062,0.0053
2.247918129,0.0105
2.25681901,0.0113
2.269174099,0.0062
2.282396078,0.0018
2.294407845,0.0049
2.306120872,0.0005
2.318255186,0.0065
2.330567837,0.0011
2.342789173,0.0126
2.35509491,0.0023
2.367362976,0.0082
2.379665136,0.0037
2.391997814,0.0164
2.404236078,0.0006
2.416548014,0.0067
2.428820848,0.0082
2.441069126,0.0014
2.453401089,0.0107
2.465607882,0.0044
2.477949142,0.0205
2.49050498,0.0008
2.502569914,0.0122
2.51100421,0.0163
2.523262978,0.0042
2.535697222,0.0183
2.547816277,0.0299
2.560078144,0.0049
2.572765112,0.0237
2.584588051,0.0164
2.596979856,0.0179
2.609159231,0.0194
2.621480227,0.0106
2.633625984,0.0166
2.645962954,0.0184
2.658414125,0.0087
2.670547962,0.0177
2.68276,0.0275
2.695217133,0.0004
2.70750618,0.0235
2.720057964,0.0305
2.731975794,0.0203
2.744336128,0.0004
2.760808229,0.0077
2.774514914,0.0088
2.786151171,0.0117
2.797813892,0.0147
2.810189962,0.015
2.823849916,0.0191
2.834295988,0.0123
2.847487926,0.0102
2.859179974,0.0005
2.871507883,0.01
2.883508921,0.0268
2.896231174,0.0185
2.908262014,0.002
2.920450926,0.0003
2.932673931,0.0119
2.944903135,0.0101
2.957308054,0.016
2.969575167,0.0227
2.981903076,0.0016
2.994192123,0.0134
3.007090807,0.0004
3.022585154,0.0133
3.0357759,0.009
3.047220945,0.0078
3.059638023,0.0198
3.07182622,0.0155
3.084253073,0.0061
3.096441031,0.0009
3.109160185,0.0112
3.121404171,0.0047
3.133482933,0.004
3.145644903,0.0027
3.15805006,0.0002
3.170973063,0.0191
3.182472944,0.0107
3.195123911,0.0125
3.2070961,0.0082
3.219531059,0.0079
3.231695175,0.0002
3.244038105,0.0075
3.256366968,0.0056
3.268695116,0.0124
