Time (s),Mass (kg),Average mass (kg),Pull force (kg)
12.22335005,65.475,,0.418
12.23587894,65.2823,,0.6107
12.24798179,65.1538,,0.7392
12.26045704,65.0874,,0.8056
12.27260494,64.9843,,0.9087
12.28965688,64.8477,,1.0453
12.30122876,64.6482,,1.2448
12.31378484,64.4097,,1.4833
12.32585669,64.29,,1.603
12.33893085,64.3953,,1.4977
12.3503058,64.4954,,1.3976
12.36659098,64.3786,,1.5144
12.37897778,64.2578,,1.6352
12.39129996,64.3286,,1.5644
12.40372682,64.7209,,1.1721
12.4160049,65.4779,,0.4151
12.42832804,66.4089,,-0.5159
12.44477606,67.146,,-1.253
12.45684791,67.5556,,-1.6626
12.46915698,67.7915,,-1.8985
12.48136187,67.7424,,-1.8494
12.493927,67.5545,,-1.6615
12.51000977,67.3437,,-1.4507
12.52252483,67.1767,,-1.2837
12.53470397,67.0952,,-1.2022
12.5469749,67.0755,,-1.1825
12.55923986,67.0038,,-1.1108
12.57221889,66.8066,,-0.9136
12.58836889,66.6901,,-0.7971
12.60013175,66.8351,,-0.9421
12.61243296,67.5035,,-1.6105
12.62481785,67.5243,,-1.6313
12.63709378,67.219,,-1.326
12.64939499,66.646,,-0.753
12.66607594,66.1073,,-0.2143
12.67794585,65.9084,,-0.0154
12.69143987,65.931,,-0.038
12.70274687,66.015,,-0.122
12.71496677,65.9642,,-0.0712
12.72721696,65.7094,,0.1836
12.74343395,64.7604,,1.1326
12.75577497,64.4844,,1.4086
12.76809788,64.5,,1.393
12.78067684,64.673,,1.22
12.79265594,64.881,,1.012
12.80578208,65.033,,0.86
12.82128072,65.0685,,0.8245
12.83429003,65.0225,,0.8705
12.84590173,65.0856,,0.8074
12.85822487,65.3181,,0.5749
12.87113976,65.8493,,0.0437
12.88959193,66.0342,,-0.1412
12.89919686,66.1375,,-0.2445
12.91141582,66.1965,,-0.3035
12.92418003,66.2161,,-0.3231
12.93606687,66.244,,-0.351
12.94831395,66.3525,,-0.4595
12.96456981,66.4459,,-0.5529
12.97722697,66.4482,,-0.5552
12.98945904,66.4184,,-0.5254
13.00156975,66.3636,,-0.4706
13.01388288,66.3474,,-0.4544
13.0262711,66.4363,,-0.5433
13.04498482,66.5264,,-0.6334
13.05600691,66.5294,,-0.6364
13.06798387,66.4188,,-0.5258
13.07941675,66.2644,,-0.3714
13.09174466,66.1488,,-0.2558
13.10402584,66.1056,,-0.2126
13.12025094,66.1002,,-0.2072
13.13308597,66.0653,,-0.1723
13.14490986,66.1281,,-0.2351
13.15732002,66.1477,,-0.2547
13.16966796,66.2161,,-0.3231
13.18176103,66.3471,,-0.4541
13.19808578,66.4604,,-0.5674
13.21039009,66.3419,,-0.4489
13.22276306,66.0727,,-0.1797
13.23499298,65.8749,,0.0181
13.24733496,65.8384,,0.0546
13.26360393,65.9496,,-0.0566
13.27592874,66.1322,,-0.2392
13.28823185,66.3427,,-0.4497
13.30056691,66.3573,,-0.4643
13.31288505,66.3029,,-0.4099
13.32518291,66.2417,,-0.3487
13.34139991,66.2559,,-0.3629
13.3537879,66.415,,-0.522
13.36604977,66.6659,,-0.7729
13.37832975,66.9173,,-1.0243
13.39068198,67.099,,-1.206
13.40304995,67.2237,,-1.3307
13.41953182,67.3959,,-1.5029
13.4320488,67.4255,,-1.5325
13.44387388,67.4221,,-1.5291
13.45626092,67.457,,-1.564
13.46853781,67.5907,,-1.6977
13.48086095,67.8696,,-1.9766
13.49707699,68.2636,,-2.3706
13.509377,68.6826,,-2.7896
13.52174497,69.0188,,-3.1258
13.53403807,69.1872,,-3.2942
13.54633689,68.8542,,-2.9612
13.55886698,68.4316,,-2.5386
13.57535291,67.9645,,-2.0715
13.58804107,67.5215,,-1.6285
13.59955096,67.1498,,-1.2568
13.61188483,66.8766,,-0.9836
13.62621379,66.7197,,-0.8267
13.64039874,66.6603,,-0.7673
13.65274978,66.6272,,-0.7342
13.66500592,66.4885,,-0.5955
13.67732787,66.2495,,-0.3565
13.68989706,65.6628,,0.2302
13.70192003,65.5762,,0.3168
13.71819401,65.5907,,0.3023
13.73053193,65.628,,0.265
13.74281287,65.5605,,0.3325
13.75521278,65.2839,,0.6091
13.76760101,64.8538,,1.0392
13.77986383,64.36,,1.533
13.79604888,63.9354,,1.9576
13.80834484,63.6272,,2.2658
13.82070684,63.3276,,2.5654
13.83302307,63.3092,,2.5838
13.84536195,63.3237,,2.5693
13.85766196,63.2999,,2.5931
13.8754189,63.316,,2.577
13.88672996,63.5013,,2.3917
13.89849877,63.7462,,2.1468
13.91083097,63.9865,,1.9065
13.92379284,64.2502,,1.6428
13.93549895,64.4964,,1.3966
13.95169497,64.6805,,1.2125
13.96399593,64.7119,,1.1811
13.97633576,64.3897,,1.5033
13.989712,63.801,,2.092
14.00102782,63.0363,,2.8567
14.01719308,62.2199,,3.6731
14.02950788,61.477,,4.416
14.0418818,60.9049,,4.9881
14.05448198,60.4757,,5.4173
14.06722283,60.2171,,5.6759
14.07869601,60.0936,,5.7994
14.09501076,60.0328,,5.8602
14.10739207,59.9019,,5.9911
14.11967492,59.6582,,6.2348
14.13197803,59.3884,,6.5046
14.14431286,59.188,,6.705
14.15676975,58.97,,6.923
14.17286515,58.7233,,7.1697
14.1852088,58.4082,,7.4848
14.1975708,58.0383,,7.8547
14.20978475,57.7264,,8.1666
14.22215104,57.5638,,8.3292
14.23436284,57.6962,,8.1968
14.250664,57.9085,,7.9845
14.26299095,58.111,,7.782
14.27547812,58.2732,,7.6198
14.28769112,58.3486,,7.5444
14.29988575,58.3328,,7.5602
14.31237411,58.1955,,7.6975
14.32867193,57.9481,,7.9449
14.34099293,57.6085,,8.2845
14.35315299,57.223,,8.67
14.36565685,56.6119,,9.2811
14.37804389,56.4772,,9.4158
14.39470601,56.4631,,9.4299
14.40638804,56.5113,,9.3817
14.41876698,56.5774,,9.3156
14.43118501,56.6281,,9.2649
14.44328189,56.6034,,9.2896
14.45566702,56.4519,,9.4411
14.47679687,56.2023,,9.6907
14.48477697,55.9407,,9.9523
14.49644971,55.4195,,10.4735
14.50882792,55.1838,,10.7092
14.52110696,54.9371,,10.9559
14.53344178,54.7514,,11.1416
14.54975176,54.6767,,11.2163
14.56200886,54.7218,,11.1712
14.5743618,54.8405,,11.0525
14.58667994,54.9863,,10.9067
14.59897399,55.137,,10.756
14.611408,55.1756,,10.7174
14.62750292,55.0608,,10.8322
14.64183497,54.5184,,11.3746
14.65214491,54.1651,,11.7279
14.66441202,53.731,,12.162
14.67774487,53.2953,,12.5977
14.6891191,52.9658,,12.9272
14.70536184,52.6795,,13.2135
14.71816683,52.3809,,13.5121
14.72998881,52.1037,,13.7893
14.74279785,51.9224,,13.9706
14.75496507,51.8283,,14.0647
14.77088094,51.6716,,14.2214
14.78322697,51.6332,,14.2598
14.7955339,51.6425,,14.2505
14.80777502,51.6866,,14.2064
14.8204999,51.7373,,14.1557
14.83248377,51.8546,,14.0384
14.84863377,51.9309,,13.9621
14.86099195,51.9302,,13.9628
14.87350893,51.8538,,14.0392
14.8856709,51.766,,14.127
14.89802599,51.6916,,14.2014
14.9103477,51.4276,,14.4654
14.92649984,51.2585,,14.6345
14.93888497,51.0792,,14.8138
14.95111513,50.8942,,14.9988
14.96347284,50.6779,,15.2151
14.97635794,50.4489,,15.4441
14.98826385,50.319,,15.574
15.00433373,50.2723,,15.6207
15.01663804,50.2624,,15.6306
15.02918506,50.3252,,15.5678
15.04134774,50.296,,15.597
15.0536449,50.1575,,15.7355
15.0660758,50.005,,15.888
15.08345294,49.8781,,16.0149
15.09449673,49.7901,,16.1029
15.10711575,49.6994,,16.1936
15.11973405,49.6676,,16.2254
15.13154483,49.6345,,16.2585
15.14766073,49.6243,,16.2687
15.16000175,49.6335,,16.2595
15.17233801,49.6495,,16.2435
15.18468785,49.6549,,16.2381
15.19691873,49.6384,,16.2546
15.20925593,49.6473,,16.2457
15.22546697,49.6121,,16.2809
15.23779488,49.564,,16.329
15.25016093,49.6003,,16.2927
15.26243687,49.6588,,16.2342
15.274966,49.6265,,16.2665
15.28719378,49.5535,,16.3395
15.30328608,49.4446,,16.4484
15.31565189,49.2245,,16.6685
15.32818699,49.0989,,16.7941
15.34088612,48.9384,,16.9546
15.3525579,48.7446,,17.1484
15.36502099,48.5204,,17.3726
15.38126707,48.2596,,17.6334
15.3934989,48.0493,,17.8437
15.40590692,47.868,,18.025
15.41807389,47.658,,18.235
15.43040109,47.5131,,18.3799
15.44282603,47.3431,,18.5499
15.45898294,47.4002,,18.4928
15.47141576,47.5149,,18.3781
15.48386383,47.6263,,18.2667
15.49591088,47.6914,,18.2016
15.50828075,47.6437,,18.2493
15.52451491,47.5183,,18.3747
15.53680277,47.359,,18.534
15.54918194,47.1357,,18.7573
15.56137872,46.9207,,18.9723
15.57440186,46.743,,19.15
15.58608484,46.51,,19.383
15.60225105,46.497,,19.396
15.61459589,46.5544,,19.3386
15.62699485,46.6609,,19.2321
15.63955998,46.7451,,19.1479
15.65154004,46.7816,,19.1114
15.66392684,46.7901,,19.1029
15.68013072,46.7423,,19.1507
15.69249105,46.6207,,19.2723
15.70505667,46.5177,,19.3753
15.71713686,46.4661,,19.4269
15.72943282,46.441,,19.452
15.74176288,46.3659,,19.5271
15.75794482,46.2001,,19.6929
15.77035403,46.0763,,19.8167
15.78258109,45.994,,19.899
15.79541302,45.8875,,20.0055
15.80763984,45.7621,,20.1309
15.81962776,45.6419,,20.2511
15.83575082,45.4889,,20.4041
15.84809399,45.136,,20.757
15.86064386,45.0351,,20.8579
15.87314796,44.9681,,20.9249
15.88509583,44.895,,20.998
15.90125799,44.786,,21.107
15.91546392,44.6281,,21.2649
15.92615104,44.4444,,21.4486
15.93832088,44.2895,,21.6035
15.95053697,44.137,,21.756
15.96303296,44.0255,,21.8675
15.97908902,43.9636,,21.9294
15.99153996,43.9817,,21.9113
16.00379395,44.0687,,21.8243
16.0164299,44.1746,,21.7184
16.02895904,44.2119,,21.6811
16.04092193,44.2115,,21.6815
16.05757689,44.1372,,21.7558
16.06931472,43.9924,,21.9006
16.08227491,43.887,,22.006
16.09387708,43.8096,,22.0834
16.10913682,43.7886,,22.1044
16.11940789,43.7431,,22.1499
16.13495088,43.6753,,22.2177
16.14734173,43.6138,,22.2792
16.15940189,43.5659,,22.3271
16.17308807,43.5489,,22.3441
16.18405986,43.5035,,22.3895
16.19642091,43.4324,,22.4606
16.21262383,43.3325,,22.5605
16.22519779,43.1356,,22.7574
16.23727274,42.8951,,22.9979
16.24964094,42.6347,,23.2583
16.26247692,42.0557,,23.8373
16.27805686,41.8497,,24.0433
16.29126787,41.7258,,24.1672
16.30272388,41.6471,,24.2459
16.31682372,41.5984,,24.2946
16.32767296,41.642,,24.251
16.33984113,41.7763,,24.1167
16.35595083,41.9729,,23.9201
16.36830091,42.138,,23.755
16.38063288,42.1862,,23.7068
16.39302397,42.0849,,23.8081
16.40705991,41.87,,24.023
16.41759276,41.5648,,24.3282
16.43378592,41.2743,,24.6187
16.44621277,41.0795,,24.8135
16.45852971,41.0145,,24.8785
16.4707129,41.037,,24.856
16.48315382,41.1082,,24.7848
16.4957459,41.1378,,24.7552
16.51156902,41.1389,,24.7541
16.5249548,41.415,,24.478
16.53699684,41.7326,,24.1604
16.54863691,42.0484,,23.8446
16.56079006,42.2725,,23.6205
16.57319498,42.4027,,23.4903
16.58959079,42.4829,,23.4101
16.60171795,42.5879,,23.3051
16.61442685,42.7804,,23.1126
16.62649989,43.0018,,22.8912
16.63873291,43.2293,,22.6637
16.65492988,43.4307,,22.4623
16.6672368,43.855,,22.038
16.67956471,44.1928,,21.7002
16.69195604,44.6509,,21.2421
16.70420194,45.0928,,20.8002
16.71640611,45.493,,20.4
16.73272204,45.8779,,20.0151
16.74501085,46.2211,,19.6719
16.75814891,46.6207,,19.2723
16.76962996,47.156,,18.737
16.782058,47.7609,,18.1321
16.79444695,48.7601,,17.1329
16.81057787,49.1142,,16.7788
16.82304907,49.381,,16.512
16.83517694,49.494,,16.399
16.84753489,49.4602,,16.4328
16.85989881,49.4397,,16.4533
16.87238693,49.4271,,16.4659
16.88869691,49.4405,,16.4525
16.90072775,49.4461,,16.4469
16.91308594,49.4347,,16.4583
16.92546272,49.4188,,16.4742
16.93779087,49.2746,,16.6184
16.95009279,49.1141,,16.7789
16.96646404,48.9785,,16.9145
16.9784739,48.9699,,16.9231
16.99131179,49.047,,16.846
17.00318694,49.1424,,16.7506
17.01557779,49.2072,,16.6858
17.03172207,49.2682,,16.6248
17.04404306,49.4021,,16.4909
17.05645895,49.5085,,16.3845
17.06873608,49.7869,,16.1061
17.08105493,49.9927,,15.9003
17.09346581,50.1502,,15.7428
17.10958791,50.2382,,15.6548
17.1221447,50.2909,,15.6021
17.13426685,50.3091,,15.5839
17.14656496,50.2903,,15.6027
17.15887785,50.3054,,15.5876
17.17128611,50.399,,15.494
17.18747592,50.4532,,15.4398
17.19970202,50.4894,,15.4036
17.21201897,50.3974,,15.4956
17.22508812,50.216,,15.677
17.23666096,50.0268,,15.8662
17.24902511,49.8848,,16.0082
17.26532984,49.8226,,16.0704
17.27761579,49.769,,16.124
17.29014087,49.7064,,16.1866
17.30248594,49.6906,,16.2024
17.31445003,49.7711,,16.1219
17.32722783,49.8995,,15.9935
17.34306788,50.3838,,15.5092
17.35555792,50.669,,15.224
17.3676939,50.8325,,15.0605
17.3800118,50.8552,,15.0378
17.3923521,50.7658,,15.1272
17.40852308,50.6511,,15.2419
17.42088389,50.5907,,15.3023
17.43349409,50.6389,,15.2541
17.4454689,50.7217,,15.1713
17.45931792,50.7338,,15.1592
17.4711318,50.8217,,15.0713
17.4863739,50.8662,,15.0268
17.49866295,50.9423,,14.9507
17.51111197,51.0755,,14.8175
17.52398181,51.2034,,14.6896
17.53569174,51.3101,,14.5829
17.54797292,51.4038,,14.4892
17.56423187,51.5243,,14.3687
17.57663178,51.6725,,14.2205
17.58923888,51.8415,,14.0515
17.601192,52.058,,13.835
17.613482,52.4922,,13.4008
17.62583399,52.6792,,13.2138
17.64234495,52.8102,,13.0828
17.65432978,52.9025,,12.9905
17.66670585,52.9205,,12.9725
17.67895579,52.915,,12.978
17.69206309,52.9166,,12.9764
17.70372367,52.9303,,12.9627
17.71986794,53.0068,,12.8862
17.73220682,53.184,,12.709
17.74449682,53.6618,,12.2312
17.75728488,53.8605,,12.0325
17.76916099,53.9915,,11.9015
17.78539491,54.0097,,11.8833
17.79781103,53.9542,,11.9388
17.81000781,53.9735,,11.9195
17.82469678,54.0429,,11.8501
17.83465099,54.1333,,11.7597
17.84698606,54.2222,,11.6708
17.86320996,54.266,,11.627
17.87659192,54.298,,11.595
17.8879199,54.2443,,11.6487
17.90086102,54.2315,,11.6615
17.91249394,54.3855,,11.5075
17.92520189,54.6164,,11.2766
17.94109988,54.8789,,11.0141
17.95333695,55.1544,,10.7386
17.96589804,55.3122,,10.5808
17.97803712,55.4201,,10.4729
17.99046493,55.5597,,10.3333
18.00256896,55.6807,,10.2123
18.02097583,55.8681,,10.0249
18.03145385,56.0191,,9.8739
18.04348588,56.1324,,9.7606
18.05580688,56.169,,9.724
18.06824994,56.1607,,9.7323
18.08179903,56.0915,,9.8015
18.09669304,56.0611,,9.8319
18.10966682,56.0949,,9.7981
18.12138081,56.261,,9.632
18.13406086,56.4821,,9.4109
18.14593577,56.8291,,9.0639
18.16215777,56.988,,8.905
18.17481589,57.22,,8.673
18.18679309,57.5197,,8.3733
18.19912291,57.8055,,8.0875
18.21147394,58.0805,,7.8125
18.22382808,58.3331,,7.5599
18.24008298,58.5852,,7.3078
18.25252295,58.7888,,7.1042
18.26469588,58.999,,6.894
18.27690601,59.172,,6.721
18.2892828,59.442,,6.451
18.30156708,59.5038,,6.3892
18.31787992,59.5607,,6.3323
18.33026004,59.659,,6.234
18.34252191,59.7099,,6.1831
18.35477686,59.684,,6.209
18.36822104,59.6645,,6.2285
18.38048792,59.6402,,6.2528
18.39640784,59.593,,6.3
18.40902591,59.6399,,6.2531
18.42031002,60.2317,,5.6613
18.43268991,60.679,,5.214
18.4449749,61.0981,,4.7949
18.45756292,61.3723,,4.5207
18.47349572,61.4875,,4.4055
18.48588991,61.4727,,4.4203
18.49815202,61.4726,,4.4204
18.51115394,61.4942,,4.3988
18.52339983,61.4838,,4.4092
18.53899813,61.4815,,4.4115
18.55134177,61.5985,,4.2945
18.56362081,61.6386,,4.2544
18.57600904,61.6328,,4.2602
18.58821106,61.599,,4.294
18.60059881,61.5209,,4.3721
18.6167798,61.5066,,4.3864
18.62913394,61.6305,,4.2625
18.64168096,61.8246,,4.0684
18.65377188,62.0171,,3.8759
18.66607189,62.2565,,3.6365
18.68033004,62.5632,,3.3298
18.69467592,63.1094,,2.7836
18.7070868,63.3775,,2.5155
18.7201848,63.6112,,2.2818
18.73161507,63.7791,,2.1139
18.7440269,63.803,,2.09
18.75703573,63.6965,,2.1965
18.77274871,63.5524,,2.3406
18.7848258,63.4848,,2.4082
18.79710793,63.5312,,2.3618
18.80942583,63.6347,,2.2583
18.82219386,63.8052,,2.0878
18.83406091,63.92,,1.973
18.85032511,64.0761,,1.8169
18.86255074,64.2543,,1.6387
18.87601995,64.3431,,1.5499
18.88726997,64.3015,,1.5915
18.89959574,64.097,,1.796
18.91799784,63.8589,,2.0341
18.92809606,63.7668,,2.1262
18.9405849,63.838,,2.055
18.95275283,64.0514,,1.8416
18.96509194,64.3877,,1.5053
18.97747588,64.4014,,1.4916
18.994771,64.4402,,1.4528
19.00593686,64.4696,,1.4234
19.01841688,64.4226,,1.4704
19.0306828,64.3698,,1.5232
19.04322004,64.299,,1.594
19.05527687,64.2856,,1.6074
19.07149792,64.3698,,1.5232
19.08422208,64.4564,,1.4366
19.09639573,64.5744,,1.3186
19.10862088,64.6128,,1.2802
19.12075973,64.6567,,1.2363
19.13319778,64.6659,,1.2271
19.15012383,64.6426,,1.2504
19.16156602,64.5968,,1.2962
19.17394209,64.4839,,1.4091
19.18624997,64.3713,,1.5217
19.19844794,64.2996,,1.5934
19.21090269,64.2589,,1.6341
19.22756577,64.1986,,1.6944
19.23986697,64.1824,,1.7106
19.25174785,64.2321,,1.6609
19.26410389,64.3138,,1.5792
19.27695704,64.4038,,1.4892
19.29289889,64.4974,,1.3956
19.30491805,64.5102,,1.3828
19.3171978,64.4898,,1.4032
19.32964897,64.4981,,1.3949
19.34333181,64.5155,,1.3775
19.35453176,64.5541,,1.3389
19.37080503,64.7614,,1.1316
19.38311505,64.9811,,0.9119
19.39524674,65.117,,0.776
19.40749598,65.166,,0.727
19.41979814,65.1624,,0.7306
19.43236589,65.0936,,0.7994
19.44825602,65.0603,,0.8327
19.46062183,65.1286,,0.7644
19.473418,65.2433,,0.6497
19.48521495,65.3311,,0.5619
19.49754691,65.422,,0.471
19.50993109,65.4117,,0.4813
19.52623701,65.4495,,0.4435
19.53842211,65.5479,,0.3451
19.55070901,65.6444,,0.2486
19.56304169,65.5814,,0.3116
19.5761199,65.4073,,0.4857
19.58773685,65.2266,,0.6664
19.60390496,65.1541,,0.7389
19.61644697,65.1918,,0.7012
19.62951088,65.2654,,0.6276
19.64088392,65.2312,,0.6618
19.65327382,65.0705,,0.8225
19.66939282,65.0002,,0.8928
19.68178201,65.0856,,0.8074
19.69406176,65.2062,,0.6868
19.70647502,65.1767,,0.7163
19.71936274,65.0615,,0.8315
19.73092198,64.9297,,0.9633
19.74719191,64.8457,,1.0473
19.75957203,64.814,,1.079
19.77191091,65.3313,,0.5617
19.7842288,65.7368,,0.1562
19.79645586,66.0552,,-0.1622
19.80884099,66.2339,,-0.3409
19.82546592,66.3114,,-0.4184
19.83743906,66.3769,,-0.4839
19.8497591,66.6009,,-0.7079
19.86208487,67.135,,-1.242
19.87466383,67.8999,,-2.0069
19.88658905,68.9326,,-3.0396
19.90292788,71.2855,,-5.3925
19.91517591,71.923,,-6.03
19.92760873,72.3103,,-6.4173
19.94004679,72.5803,,-6.6873
19.95239496,72.6994,,-6.8064
19.96487498,72.743,,-6.85
19.98089981,72.7225,,-6.8295
19.99308896,72.6105,,-6.7175
20.00537992,72.355,,-6.462
20.01787496,72.1069,,-6.2139
20.03037691,71.7261,,-5.8331
20.04628897,70.3994,,-4.5064
20.05903482,69.713,,-3.82
20.07083082,69.1453,,-3.2523
20.08319998,68.7235,,-2.8305
20.09553599,68.5097,,-2.6167
20.10831785,68.5357,,-2.6427
20.12474489,68.7889,,-2.8959
20.1368289,69.1971,,-3.3041
20.14866781,69.8388,,-3.9458
20.16100574,70.6215,,-4.7285
20.17396092,71.262,,-5.369
20.18573093,71.2449,,-5.3519
20.20187497,71.2521,,-5.3591
20.21429491,71.1829,,-5.2899
20.22675109,70.9031,,-5.0101
20.23899889,70.5061,,-4.6131
20.25116301,69.9778,,-4.0848
20.26354384,68.9572,,-3.0642
20.28021574,67.3037,,-1.4107
20.29214787,65.2311,,0.6619
20.30436587,63.1599,,2.7331
20.31672406,59.8245,,6.0685
20.32898903,58.4365,,7.4565
20.34294105,57.2369,,8.6561
20.35778785,56.4905,,9.4025
20.36985493,56.1595,,9.7335
20.38261676,56.0457,,9.8473
20.3945601,56.0502,,9.8428
20.40719485,55.7838,,10.1092
20.42364693,55.1836,,10.7094
20.43536282,54.3412,,11.5518
20.44769001,51.472,,14.421
20.46023297,49.3329,,16.5601
20.47281384,47.0147,,18.8783
20.48463702,44.8872,,21.0058
20.50093913,43.1193,,22.7737
20.5133357,41.7352,,24.1578
20.52552605,40.4806,,25.4124
20.53790998,39.0524,,26.8406
20.55015087,37.3776,,28.5154
20.56368685,35.4159,,30.4771
20.5787158,31.3329,,34.5601
20.59126687,29.4054,,36.4876
20.60327983,27.5817,,38.3113
20.615762,25.933,,39.96
20.62805104,24.939,,40.954
20.64055681,24.5408,,41.3522
20.65656996,24.513,,41.38
20.66904688,24.8392,,41.0538
20.68117309,25.5082,,40.3848
20.69350195,26.8749,,39.0181
20.70583582,29.1899,,36.7031
20.71845579,35.5225,,30.3705
20.73444891,38.9663,,26.9267
20.7467289,42.4316,,23.4614
20.75951004,46.2627,,19.6303
20.77132082,50.726,,15.167
20.78365493,55.557,,10.336
20.79985595,60.2162,,5.6768
20.81217599,63.839,,2.054
20.82449579,66.1189,,-0.2259
20.83687186,67.2184,,-1.3254
20.84913802,67.8701,,-1.9771
20.86152506,68.2601,,-2.3671
20.87774181,68.915,,-3.022
20.89002085,69.2925,,-3.3995
20.90232182,68.9398,,-3.0468
20.91463685,68.0153,,-2.1223
20.92738795,66.5831,,-0.6901
20.93931699,64.8602,,1.0328
20.95556092,63.1248,,2.7682
20.96802282,61.5046,,4.3884
20.9802649,59.8664,,6.0266
20.99281788,57.6668,,8.2262
21.00477076,57.5251,,8.3679
21.01776385,57.9646,,7.9284
21.03343081,58.6545,,7.2385
21.04569697,59.514,,6.379
21.05800891,60.8703,,5.0227
21.0703609,62.801,,3.092
21.08260798,64.8896,,1.0034
21.0950501,66.5941,,-0.7011
21.11113596,67.66,,-1.767
21.12365079,68.8939,,-3.0009
21.13647008,68.9717,,-3.0787
21.14813495,68.7388,,-2.8458
21.16064596,68.5311,,-2.6381
21.17723083,68.6246,,-2.7316
21.18910289,68.9313,,-3.0383
21.20127702,69.7174,,-3.8244
21.21371794,71.2105,,-5.3175
21.22697306,72.933,,-7.04
21.23835993,74.155,,-8.262
21.25451398,74.448,,-8.555
21.2668159,73.0898,,-7.1968
21.27946711,72.2402,,-6.3472
21.29151797,71.7566,,-5.8636
21.30381489,71.5993,,-5.7063
21.31611395,71.3641,,-5.4711
21.33369184,70.8379,,-4.9449
21.34467983,70.134,,-4.241
21.35693502,69.5183,,-3.6253
21.36929488,69.3376,,-3.4446
21.3818357,69.4649,,-3.5719
21.39442587,70.553,,-4.66
21.4104619,71.2813,,-5.3883
21.42250776,71.7953,,-5.9023
21.43481183,71.8227,,-5.9297
21.44706893,71.2519,,-5.3589
21.45944285,70.2383,,-4.3453
21.47176671,68.9615,,-3.0685
21.48807192,67.5994,,-1.7064
21.50030684,66.4081,,-0.5151
21.5127058,65.8043,,0.0887
21.52494502,66.4448,,-0.5518
21.53738189,66.8946,,-1.0016
21.55346274,67.0103,,-1.1173
21.56582785,67.0092,,-1.1162
21.57819295,67.0473,,-1.1543
21.59048891,67.0615,,-1.1685
21.602705,66.965,,-1.072
21.61521578,66.6803,,-0.7873
21.63143682,66.3989,,-0.5059
21.64387584,66.1741,,-0.2811
21.65594602,65.935,,-0.042
21.66828299,65.4999,,0.3931
21.68060589,65.4494,,0.4436
21.69296908,65.5835,,0.3095
21.70917296,65.897,,-0.004
21.72150683,66.2438,,-0.3508
21.73377681,66.5214,,-0.6284
21.74606705,66.6469,,-0.7539
21.75849986,66.6336,,-0.7406
21.77100706,66.4764,,-0.5834
21.78697681,66.2076,,-0.3146
21.79937792,65.475,,0.418
21.81162405,65.069,,0.824
21.8246069,64.7656,,1.1274
21.83624387,64.603,,1.29
21.84858298,64.4888,,1.4042
21.86509395,64.4141,,1.4789
21.87715006,64.3204,,1.5726
21.88955975,64.2145,,1.6785
21.90173197,64.1522,,1.7408
21.91397095,64.0813,,1.8117
21.93026686,63.979,,1.914
21.94275379,63.7232,,2.1698
21.95493197,63.5728,,2.3202
21.96732187,63.3372,,2.5558
21.97991085,63.135,,2.758
21.99192286,63.0234,,2.8696
22.00813985,62.9212,,2.9718
22.02056503,62.8266,,3.0664
22.03331494,62.7535,,3.1395
22.04509902,62.6391,,3.2539
22.05742908,62.4709,,3.4221
22.06982398,62.2297,,3.6633
22.08597589,62.1895,,3.7035
22.09824586,62.2155,,3.6775
22.11102295,62.3094,,3.5836
22.1229248,62.4479,,3.4451
22.13536596,62.6047,,3.2883
22.14760184,62.7666,,3.1264
22.16389894,62.9592,,2.9338
22.17614698,63.1514,,2.7416
22.18845892,63.2727,,2.6203
22.20075703,63.3073,,2.5857
22.21312785,63.316,,2.577
22.22546887,63.4055,,2.4875
22.24160886,63.6049,,2.2881
22.25390291,63.8153,,2.0777
22.2662518,63.9909,,1.9021
22.278579,64.1681,,1.7249
22.29091001,64.3132,,1.5798
22.30714178,64.3757,,1.5173
22.31945086,64.3927,,1.5003
22.3316927,64.4234,,1.4696
22.34408188,64.5982,,1.2948
22.35641694,64.7513,,1.1417
22.36869693,64.9305,,0.9625
22.38563585,65.2154,,0.6776
22.39720201,65.6902,,0.2028
22.40959907,66.3221,,-0.4291
22.42187595,67.0886,,-1.1956
22.43424797,67.8934,,-2.0004
22.44764185,68.6057,,-2.7127
22.46298981,69.167,,-3.274
22.47524881,69.5248,,-3.6318
22.49382496,69.1144,,-3.2214
22.50152993,68.428,,-2.535
22.51401997,67.6923,,-1.7993
22.52441287,67.1663,,-1.2733
22.54059982,67.0456,,-1.1526
22.55288982,67.419,,-1.526
22.56687689,68.0728,,-2.1798
22.57751083,68.6225,,-2.7295
22.59001875,68.7135,,-2.8205
22.60216284,68.4879,,-2.5949
22.61844683,68.1853,,-2.2923
22.63079882,68.3018,,-2.4088
22.64445806,68.593,,-2.7
22.65548801,68.995,,-3.102
22.66773105,69.5506,,-3.6576
22.68551183,70.2787,,-4.3857
22.6962769,71.1187,,-5.2257
22.70861197,72.0182,,-6.1252
22.72110891,72.8243,,-6.9313
22.73322988,73.455,,-7.562
22.7457087,74.0672,,-8.1742
22.76177788,74.0403,,-8.1473
22.77430391,73.882,,-7.989
22.787498,73.5236,,-7.6306
22.79883814,73.0231,,-7.1301
22.81152582,72.4792,,-6.5862
22.82360792,71.9523,,-6.0593
22.83959985,71.3491,,-5.4561
22.85200906,70.5609,,-4.6679
22.86494994,69.5352,,-3.6422
22.87736607,66.6254,,-0.7324
22.88887095,64.917,,0.976
22.9011519,63.006,,2.887
22.91743803,60.847,,5.046
