Time (s),Mass (kg),Average mass (kg),Pull force (kg)
33.40279198,66.0737,,-0.1807
33.41571903,66.1963,,-0.3033
33.43140483,66.6505,,-0.7575
33.44361496,67.2737,,-1.3807
33.45594096,67.7542,,-1.8612
33.46834278,67.9963,,-2.1033
33.48104978,67.9969,,-2.1039
33.49698281,67.7914,,-1.8984
33.50911999,67.482,,-1.589
33.52147985,67.232,,-1.339
33.53385186,66.6161,,-0.7231
33.54612303,65.9777,,-0.0847
33.55837893,65.0843,,0.8087
33.57462788,64.0323,,1.8607
33.58738995,63.0935,,2.7995
33.59931087,62.3749,,3.5181
33.61186886,61.9711,,3.9219
33.62392402,61.7985,,4.0945
33.63632989,61.6155,,4.2775
33.65253997,61.2392,,4.6538
33.66487193,60.4692,,5.4238
33.67712092,56.9172,,8.9758
33.68943787,54.3617,,11.5313
33.70179892,51.7916,,14.1014
33.71412587,49.4696,,16.4234
33.73033404,47.3606,,18.5324
33.74261689,45.312,,20.581
33.75496292,43.3771,,22.5159
33.76751804,41.4223,,24.4707
33.779773,39.4177,,26.4753
33.79195499,37.6622,,28.2308
33.80813503,35.6272,,30.2658
33.82051992,34.4693,,31.4237
33.83368874,32.3053,,33.5877
33.84512377,28.6029,,37.2901
33.85738611,23.6091,,42.2839
33.87366199,17.8898,,48.0032
33.88604593,11.8977,,53.9953
33.8983829,6.7246,,59.1684
33.91057372,3.243,,62.65
33.92288113,1.4381,,64.4549
33.93522882,0.6561,,65.2369
33.94752693,0.5956,,65.2974
33.95980287,0.2171,,65.6759
33.97214484,0.0829,,65.8101
33.98831701,0.0333,,65.8597
34.00065494,0.1038,,65.7892
34.01299882,0.1071,,65.7859
34.02530289,0.1516,,65.7414
34.03757811,0.1769,,65.7161
34.04986501,0.161,,65.732
34.06222582,0.2004,,65.6926
34.07471013,0.2425,,65.6505
34.08715987,0.3178,,65.5752
34.102983,0.4725,,65.4205
34.11678076,0.115,,65.778
34.12838888,7.2517,,58.6413
34.13994598,15.8675,,50.0255
34.15228176,32.9977,,32.8953
34.16463494,54.6475,,11.2455
34.17709708,69.9042,,-4.0112
34.19317293,83.101,,-17.208
34.2054739,92.435,,-26.542
34.21794105,95.6013,,-29.7083
34.23012471,94.4065,,-28.5135
34.2424159,93.631,,-27.738
34.25477195,97.2501,,-31.3571
34.27100587,109.0177,,-43.1247
34.28369999,105.7751,,-39.8821
34.29573679,95.3631,,-29.4701
34.30796075,82.4084,,-16.5154
34.32020879,70.9328,,-5.0398
34.33700204,63.1531,,2.7399
34.34882474,59.2367,,6.6563
34.36111069,58.4578,,7.4352
34.3736999,59.6494,,6.2436
34.38580203,61.6597,,4.2333
34.40200996,66.5856,,-0.6926
34.41483402,69.2455,,-3.3525
34.42669082,71.5029,,-5.6099
34.43923903,73.0811,,-7.1881
34.45133185,73.9148,,-8.0218
34.4640069,74.2267,,-8.3337
34.47979689,74.0866,,-8.1936
34.4921937,73.6846,,-7.7916
34.50451589,73.3714,,-7.4784
34.517663,73.219,,-7.326
34.52925396,72.8664,,-6.9734
34.54142284,72.2262,,-6.3332
34.55763578,71.3115,,-5.4185
34.56996679,70.3729,,-4.4799
34.5823319,69.6521,,-3.7591
34.596668,69.3016,,-3.4086
34.60698199,69.206,,-3.313
34.61927891,69.1445,,-3.2515
34.63551188,69.1141,,-3.2211
34.64784169,69.1579,,-3.2649
34.66007686,69.2466,,-3.3536
34.67265892,69.2995,,-3.4065
34.684865,69.1589,,-3.2659
34.69731283,68.8554,,-2.9624
34.71332788,68.4756,,-2.5826
34.72561598,68.1379,,-2.2449
34.73793888,67.8757,,-1.9827
34.75056481,67.6818,,-1.7888
34.76282501,67.6364,,-1.7434
34.77883983,67.9073,,-2.0143
34.79112792,68.4794,,-2.5864
34.80379701,69.627,,-3.734
34.81590891,69.7875,,-3.8945
34.82808614,69.6875,,-3.7945
34.84047484,69.4886,,-3.5956
34.85659885,69.2098,,-3.3168
34.86895084,68.9817,,-3.0887
34.88162374,68.7329,,-2.8399
34.89375281,68.5145,,-2.6215
34.90592694,68.4405,,-2.5475
34.91828799,68.4265,,-2.5335
34.93456888,68.5182,,-2.6252
34.94684887,68.5015,,-2.6085
34.95904374,68.3128,,-2.4198
34.97180486,67.9293,,-2.0363
34.98376775,67.4125,,-1.5195
34.99611974,66.8299,,-0.9369
35.01228976,66.2782,,-0.3852
35.02462387,65.7597,,0.1333
35.0373559,65.2285,,0.6645
35.04928899,64.544,,1.349
35.06156397,63.5444,,2.3486
35.07396984,60.7366,,5.1564
35.09016776,58.9435,,6.9495
35.10245085,57.0022,,8.8908
35.11538291,55.2699,,10.6231
35.12722588,53.8725,,12.0205
35.13940787,52.6958,,13.1972
35.15560508,51.38,,14.513
35.16799283,49.4403,,16.4527
35.18025613,46.711,,19.182
35.19303513,43.6161,,22.2769
35.204988,38.1035,,27.7895
35.21725583,35.989,,29.904
35.23372483,34.2531,,31.6399
35.24582887,32.669,,33.224
35.25808692,31.008,,34.885
35.27038598,29.2086,,36.6844
35.28273392,27.2217,,38.6713
35.29516792,25.2037,,40.6893
35.31129885,23.3094,,42.5836
35.32359195,21.6118,,44.2812
35.33597493,20.162,,45.731
35.34826398,17.861,,48.032
35.36059403,16.9949,,48.8981
35.37292075,16.1981,,49.6949
35.38910294,15.2812,,50.6118
35.40142894,14.4083,,51.4847
35.413728,13.721,,52.172
35.42604709,13.2229,,52.6701
35.43839478,12.7956,,53.0974
35.45087481,12.371,,53.522
35.46733809,12.0129,,53.8801
35.47921395,12.436,,53.457
35.491539,13.7016,,52.1914
35.50382996,15.6096,,50.2834
35.51623988,17.9359,,47.9571
35.532444,20.6481,,45.2449
35.54477906,23.9563,,41.9367
35.557307,28.2262,,37.6668
35.56940293,33.6554,,32.2376
35.5817728,40.4741,,25.4189
35.59394288,48.8778,,17.0152
35.61026597,66.9955,,-1.1025
35.62259293,72.8445,,-6.9515
35.63487601,74.8685,,-8.9755
35.64721274,73.7636,,-7.8706
35.65946603,70.7991,,-4.9061
35.67192602,67.1822,,-1.2892
35.68817687,64.0394,,1.8536
35.70042086,62.0936,,3.7994
35.71271586,61.4976,,4.3954
35.7251327,62.1309,,3.7621
35.73766088,63.3753,,2.5177
35.74971986,65.7321,,0.1609
35.76594996,66.2777,,-0.3847
35.77912879,66.5003,,-0.6073
35.79164982,66.5249,,-0.6319
35.80285382,66.5365,,-0.6435
35.8153739,66.6035,,-0.7105
35.8275528,66.7424,,-0.8494
35.84375286,66.901,,-1.008
35.85607505,67.1208,,-1.2278
35.86837292,67.4214,,-1.5284
35.88086581,68.1962,,-2.3032
35.89310908,68.5326,,-2.6396
35.90922284,68.9231,,-3.0301
35.92155814,69.3306,,-3.4376
35.93408179,69.8065,,-3.9135
35.94643378,70.3735,,-4.4805
35.95848775,70.9098,,-5.0168
35.97086287,71.0722,,-5.1792
35.98706889,70.68,,-4.787
35.99946189,70.1257,,-4.2327
36.01190186,69.8082,,-3.9152
36.02404094,69.9073,,-4.0143
36.03646588,70.0944,,-4.2014
36.04871893,70.005,,-4.112
36.06490779,69.4482,,-3.5552
36.07719398,68.5608,,-2.6678
36.09073377,67.6085,,-1.7155
36.10196376,66.8858,,-0.9928
36.11426687,66.4935,,-0.6005
36.126858,66.5026,,-0.6096
36.1427958,66.8079,,-0.9149
36.15501904,67.6908,,-1.7978
36.16765189,67.9954,,-2.1024
36.17970204,67.9616,,-2.0686
36.19204473,67.4853,,-1.5923
36.20426393,66.7924,,-0.8994
36.22059178,66.1985,,-0.3055
36.23300695,65.8805,,0.0125
36.24541378,65.7271,,0.1659
36.257586,65.672,,0.221
36.26992488,65.6207,,0.2723
36.28607011,65.1313,,0.7617
36.30120397,64.4949,,1.3981
36.31067705,63.5168,,2.3762
36.32301283,62.4724,,3.4206
36.3353529,61.5913,,4.3017
36.34798074,60.7213,,5.1717
36.36386895,59.6456,,6.2474
36.37661195,58.176,,7.717
36.38856602,56.3096,,9.5834
36.40109706,54.1885,,11.7045
36.41318083,52.173,,13.72
36.42590284,48.7453,,17.1477
36.44210482,46.8817,,19.0113
36.45401978,44.9288,,20.9642
36.46639895,43.1058,,22.7872
36.47936583,41.6529,,24.2401
36.49099183,40.5053,,25.3877
36.5035007,39.4269,,26.4661
36.51955581,38.1039,,27.7891
36.53189206,36.0745,,29.8185
36.54419303,33.4797,,32.4133
36.55651593,28.5512,,37.3418
36.5689919,26.4709,,39.4221
36.58136988,24.3819,,41.5111
36.59768391,22.3224,,43.5706
36.60968089,20.2922,,45.6008
36.62206388,18.4479,,47.4451
36.63473392,16.8511,,49.0419
36.64694691,15.5194,,50.3736
36.66286492,14.5174,,51.3756
36.67520785,13.8555,,52.0375
36.68763709,13.5362,,52.3568
36.69993496,13.4208,,52.4722
36.71216702,13.4646,,52.4284
36.72452092,13.6529,,52.2401
36.74067473,13.9344,,51.9586
36.75304675,14.2906,,51.6024
36.76572871,14.793,,51.1
36.77770281,15.4491,,50.4439
36.79002094,16.1329,,49.7601
36.802356,17.0165,,48.8765
36.81869388,18.2046,,47.6884
36.83089805,21.7994,,44.0936
36.8432169,24.0783,,41.8147
36.85549283,26.6739,,39.2191
36.86804295,29.5846,,36.3084
36.88039088,32.8194,,33.0736
36.89631009,36.425,,29.468
36.90870404,40.5242,,25.3688
36.92131782,45.0353,,20.8577
36.93403077,49.652,,16.241
36.94563699,53.7062,,12.1868
36.95802784,58.418,,7.475
36.97452188,59.1968,,6.6962
36.9865799,59.1876,,6.7054
36.9988389,58.6606,,7.2324
37.01115608,57.9736,,7.9194
37.02359295,57.4286,,8.4644
37.03973484,57.2631,,8.6299
37.05204487,57.5391,,8.3539
37.06444979,58.202,,7.691
37.07707381,59.1911,,6.7019
37.08927584,60.3053,,5.5877
37.10143375,62.2785,,3.6145
37.11763883,62.9517,,2.9413
37.12990379,63.3517,,2.5413
37.14222908,63.5115,,2.3815
37.15450096,63.4605,,2.4325
37.16689992,63.3164,,2.5766
37.17992496,63.1771,,2.7159
37.19557095,63.0975,,2.7955
37.20765495,63.0589,,2.8341
37.21999598,63.0523,,2.8407
37.23234272,63.0425,,2.8505
37.24465179,63.1219,,2.7711
37.25696492,63.4051,,2.4879
37.27316785,63.7841,,2.1089
37.28591084,64.0416,,1.8514
37.29787493,64.1221,,1.7709
37.31014585,64.0083,,1.8847
37.32259202,63.7467,,2.1463
37.33484387,63.3857,,2.5073
37.35179877,62.9796,,2.9134
37.36332703,62.6043,,3.2887
37.37605405,62.2825,,3.6105
37.388412,62.2569,,3.6361
37.40038085,62.3278,,3.5652
37.41650271,62.3926,,3.5004
37.42888093,62.3375,,3.5555
37.44126081,62.1146,,3.7784
37.45355988,61.7144,,4.1786
37.4675107,61.1143,,4.7787
37.47817087,60.3587,,5.5343
37.49430203,59.5883,,6.3047
37.50665498,58.0683,,7.8247
37.51899981,57.5272,,8.3658
37.531358,57.2787,,8.6143
37.5437541,57.3515,,8.5415
37.55594873,57.6145,,8.2785
37.5725739,57.8341,,8.0589
37.58451986,57.9643,,7.9287
37.59687996,58.0992,,7.7938
37.60917878,58.1503,,7.7427
37.62142897,58.0575,,7.8355
37.63378882,57.788,,8.105
37.64999509,57.1033,,8.7897
37.662292,56.8054,,9.0876
37.67457795,56.6021,,9.2909
37.68721008,56.4641,,9.4289
37.69929886,56.3213,,9.5717
37.71166801,56.1846,,9.7084
37.72785497,56.035,,9.858
37.74080801,55.9393,,9.9537
37.75248885,55.9384,,9.9546
37.76482105,55.9774,,9.9156
37.7770319,55.8758,,10.0172
37.79331279,55.7242,,10.1688
37.80563903,55.5526,,10.3404
37.81821704,55.4227,,10.4703
37.83032894,55.3328,,10.5602
37.842623,55.2557,,10.6373
37.85490489,55.1335,,10.7595
37.8711288,54.9259,,10.9671
37.88365793,54.6038,,11.2892
37.89577985,54.1077,,11.7853
37.90809083,52.9242,,12.9688
37.92046905,52.332,,13.561
37.93294501,51.7577,,14.1353
37.94918394,51.2289,,14.6641
37.96128106,50.6957,,15.1973
37.97360182,50.0973,,15.7957
37.98607993,49.4621,,16.4309
37.99827385,48.8195,,17.0735
38.01052809,48.1398,,17.7532
38.02680302,47.469,,18.424
38.03910589,46.8692,,19.0238
38.05167699,46.069,,19.824
38.06374502,45.8907,,20.0023
38.0762341,45.8309,,20.0621
38.08842707,45.8137,,20.0793
38.10460711,45.854,,20.039
38.11774802,45.9944,,19.8986
38.1292901,46.2035,,19.6895
38.14207888,46.4934,,19.3996
38.15394998,46.8122,,19.0808
38.17009902,47.094,,18.799
38.182513,47.4758,,18.4172
38.19473481,47.5998,,18.2932
38.20703888,47.5696,,18.3234
38.21940684,47.4452,,18.4478
38.23173785,47.4166,,18.4764
38.24793887,47.528,,18.365
38.26028991,47.7308,,18.1622
38.27268481,47.8771,,18.0159
38.28502679,47.8846,,18.0084
38.29733682,47.8713,,18.0217
38.30956078,47.8076,,18.0854
38.32586288,47.806,,18.087
38.33818197,48.1616,,17.7314
38.35047102,48.723,,17.17
38.36327887,49.242,,16.651
38.37507892,49.6906,,16.2024
38.38743687,49.9683,,15.9247
38.40365291,50.0154,,15.8776
38.41620588,49.8992,,15.9938
38.42834473,49.6619,,16.2311
38.44056678,49.3224,,16.5706
38.45298576,48.9531,,16.9399
38.46522593,49.19,,16.703
38.48143172,49.5535,,16.3395
38.4938798,49.9584,,15.9346
38.50602508,50.4145,,15.4785
38.51894879,50.9517,,14.9413
38.53100181,51.6256,,14.2674
38.54692578,52.464,,13.429
38.55926466,53.4593,,12.4337
38.57206488,54.4941,,11.3989
38.58403111,56.352,,9.541
38.59621477,57.0932,,8.7998
38.6085608,57.722,,8.171
38.62495995,58.2914,,7.6016
38.63713598,58.7848,,7.1082
38.64943695,59.2313,,6.6617
38.661726,59.6778,,6.2152
38.67448783,60.0759,,5.8171
38.68641591,60.39,,5.503
38.70261884,60.5395,,5.3535
38.71500278,60.3945,,5.4985
38.72723794,59.0504,,6.8426
38.73983002,58.0262,,7.8668
38.75223088,57.1025,,8.7905
38.76420307,56.2785,,9.6145
38.78046393,55.2856,,10.6074
38.79272604,54.1129,,11.7801
38.80512595,52.9943,,12.8987
38.817451,51.6043,,14.2887
38.82968783,49.7402,,16.1528
38.84208083,47.2551,,18.6379
38.85826373,39.9609,,25.9321
38.87057495,35.2435,,30.6495
38.88299179,30.3348,,35.5582
38.89523005,25.6614,,40.2316
38.90756369,21.3803,,44.5127
38.92374086,17.5647,,48.3283
38.9364109,14.2468,,51.6462
38.94838476,11.6087,,54.2843
38.96067882,9.5573,,56.3357
38.9730258,7.9947,,57.8983
38.98572898,6.9215,,58.9715
38.99759603,5.276,,60.617
39.00995684,4.5526,,61.3404
39.02612782,3.8368,,62.0562
39.0384469,3.1739,,62.7191
39.05078673,2.5638,,63.3292
39.06310201,1.9849,,63.9081
39.07538986,1.4647,,64.4283
39.08769274,1.023,,64.87
39.10021305,0.65,,65.243
39.11231685,0.4115,,65.4815
39.12456489,0.4074,,65.4856
39.13695002,0.4394,,65.4536
39.15314269,0.4596,,65.4334
39.16546273,0.4086,,65.4844
39.17830396,0.2847,,65.6083
39.19038391,0.2541,,65.6389
39.20267987,0.2292,,65.6638
39.21468401,0.1997,,65.6933
39.22711778,0.183,,65.71
39.23924088,0.181,,65.712
39.25158,0.1497,,65.7433
39.2678678,0.1407,,65.7523
39.28033113,0.1109,,65.7821
39.29245591,0.0975,,65.7955
39.30472398,0.0911,,65.8019
39.31706786,0.084,,65.809
39.32936883,0.0736,,65.8194
39.34169769,0.0466,,65.8464
39.35398507,0.0273,,65.8657
39.36640787,0.001,,65.892
39.38246202,0.0096,,65.8834
39.39478087,0.0067,,65.8863
39.40712285,0.0107,,65.8823
39.41944885,0.0213,,65.8717
39.43174672,0.0051,,65.8879
39.44526696,0.0144,,65.8786
39.45632792,0.011,,65.882
39.46932578,0.02,,65.873
39.48102689,0.0345,,65.8585
39.49718404,0.0234,,65.8696
39.50946474,0.0433,,65.8497
39.52176785,0.0204,,65.8726
39.53412485,0.0156,,65.8774
39.54661679,0.0257,,65.8673
39.55873394,0.0589,,65.8341
39.57111001,0.0775,,65.8155
39.58378077,0.0622,,65.8308
39.59568787,0.0382,,65.8548
39.61182499,0.0654,,65.8276
39.62419295,0.0952,,65.7978
39.63694286,0.1001,,65.7929
39.64879584,0.0961,,65.7969
39.66111088,0.0983,,65.7947
39.67346478,0.0956,,65.7974
39.68571711,0.0613,,65.8317
39.69810987,0.0448,,65.8482
39.71023893,0.034,,65.859
39.72651076,0.066,,65.827
39.73881602,0.0614,,65.8316
39.75117588,0.072,,65.821
39.76349974,0.0649,,65.8281
39.77582502,0.0596,,65.8334
39.78810406,0.073,,65.82
39.80066991,0.0601,,65.8329
39.81273389,0.0491,,65.8439
39.82497907,0.0473,,65.8457
39.83723807,0.052,,65.841
39.8536489,0.0548,,65.8382
39.865834,0.057,,65.836
39.87817979,0.0748,,65.8182
39.8904531,0.0691,,65.8239
39.9027729,0.0549,,65.8381
39.91509295,0.057,,65.836
39.92762494,0.0742,,65.8188
39.93970895,0.0525,,65.8405
39.95255494,0.031,,65.862
39.96822476,0.0704,,65.8226
39.98047686,0.0855,,65.8075
39.99284482,0.0767,,65.8163
40.00510693,0.0606,,65.8324
40.01751781,0.0355,,65.8575
40.02985668,0.0676,,65.8254
40.04244471,0.0882,,65.8048
40.05441689,0.0722,,65.8208
40.06672001,0.054,,65.839
40.08291578,0.0658,,65.8272
40.09541392,0.0507,,65.8423
40.10748196,0.0716,,65.8214
40.1201489,0.0549,,65.8381
40.13214278,0.033,,65.86
40.14443588,0.0284,,65.8646
40.15674186,0.0357,,65.8573
40.16910481,0.0425,,65.8505
40.18197989,0.0686,,65.8244
40.19752884,0.0825,,65.8105
40.20988297,0.0801,,65.8129
40.22220182,0.0693,,65.8237
40.23462391,0.0416,,65.8514
40.24720001,0.0263,,65.8667
40.25918484,0.0308,,65.8622
40.27142572,0.0253,,65.8677
40.28407097,0.0537,,65.8393
40.29624081,0.0577,,65.8353
40.31223893,0.0546,,65.8384
40.32609272,0.0288,,65.8642
40.33704185,0.0375,,65.8555
40.34916687,0.0375,,65.8555
40.36145592,0.048,,65.845
40.37385201,0.0202,,65.8728
40.3865869,0.0241,,65.8689
40.39840007,0.0409,,65.8521
40.41072011,0.0511,,65.8419
40.42336988,0.0635,,65.8295
40.44104671,0.0475,,65.8455
40.4517138,0.0427,,65.8503
40.4638958,0.0536,,65.8394
40.47615075,0.0505,,65.8425
40.48848391,0.0678,,65.8252
40.50088096,0.0657,,65.8273
40.513098,0.0519,,65.8411
40.52539587,0.0543,,65.8387
40.5378871,0.0418,,65.8512
40.55399299,0.0427,,65.8503
40.56634092,0.0389,,65.8541
40.57890391,0.041,,65.852
40.59094405,0.0517,,65.8413
40.60317898,0.0655,,65.8275
40.61552191,0.0553,,65.8377
40.62916207,0.051,,65.842
40.6400919,0.034,,65.859
40.65242386,0.0366,,65.8564
40.66860294,0.0514,,65.8416
40.68089199,0.0375,,65.8555
40.69319987,0.0425,,65.8505
40.70551991,0.0579,,65.8351
40.71784878,0.0685,,65.8245
40.73011494,0.0559,,65.8371
40.74266982,0.0347,,65.8583
40.75492001,0.0271,,65.8659
40.76743293,0.0393,,65.8537
40.78350806,0.045,,65.848
40.79568172,0.0565,,65.8365
40.80784082,0.0503,,65.8427
40.820189,0.0386,,65.8544
40.83246899,0.0539,,65.8391
40.84481382,0.0352,,65.8578
40.85708594,0.0427,,65.8503
40.869627,0.0492,,65.8438
40.88258696,0.0555,,65.8375
40.89792585,0.0619,,65.8311
40.91022992,0.042,,65.851
40.92253971,0.0415,,65.8515
40.93490291,0.0496,,65.8434
40.94720101,0.0497,,65.8433
40.95947695,0.0604,,65.8326
40.9717989,0.0561,,65.8369
40.9846499,0.0557,,65.8373
40.99678278,0.0436,,65.8494
41.0126071,0.0419,,65.8511
41.0249629,0.065,,65.828
41.03727698,0.0619,,65.8311
41.04948211,0.0584,,65.8346
41.06182194,0.0314,,65.8616
41.07412195,0.0483,,65.8447
41.08700991,0.052,,65.841
41.09875369,0.0405,,65.8525
41.11113882,0.0341,,65.8589
41.12353277,0.0488,,65.8442
41.13959885,0.052,,65.841
41.15194988,0.0724,,65.8206
41.16421103,0.0525,,65.8405
41.17729998,0.0426,,65.8504
41.18885469,0.0671,,65.8259
41.20113897,0.0509,,65.8421
41.21341491,0.0409,,65.8521
41.22607279,0.0581,,65.8349
41.23820972,0.0425,,65.8505
41.25430393,0.0506,,65.8424
41.26665878,0.0541,,65.8389
41.27952075,0.0384,,65.8546
41.29120684,0.0481,,65.8449
41.30349708,0.0405,,65.8525
41.31584096,0.0417,,65.8513
41.32812691,0.0249,,65.8681
41.34060192,0.0414,,65.8516
41.35381985,0.0345,,65.8585
41.36901307,0.0388,,65.8542
41.38131189,0.051,,65.842
41.39356494,0.0629,,65.8301
41.40590191,0.056,,65.837
41.41840291,0.0497,,65.8433
41.43048286,0.0555,,65.8375
41.44285488,0.0715,,65.8215
41.45555305,0.0452,,65.8478
41.46747708,0.0439,,65.8491
41.48366189,0.0469,,65.8461
41.49599004,0.0412,,65.8518
41.50824285,0.0537,,65.8393
41.5205431,0.058,,65.835
41.53288507,0.0485,,65.8445
41.5451889,0.0399,,65.8531
41.55751491,0.0495,,65.8435
41.56984591,0.0519,,65.8411
41.58420587,0.029,,65.864
41.59838486,0.0383,,65.8547
41.61063981,0.0376,,65.8554
41.62302279,0.0437,,65.8493
41.63533902,0.0422,,65.8508
41.6475358,0.0353,,65.8577
41.65987802,0.0478,,65.8452
41.67219377,0.0557,,65.8373
41.68449497,0.0445,,65.8485
41.69718289,0.0371,,65.8559
41.71298885,0.0243,,65.8687
41.72530985,0.0385,,65.8545
41.73776484,0.0417,,65.8513
41.74994802,0.0364,,65.8566
41.76225591,0.0607,,65.8323
41.77520585,0.0517,,65.8413
41.78701186,0.0626,,65.8304
41.79934287,0.055,,65.838
41.8114388,0.057,,65.836
41.82374978,0.0483,,65.8447
41.84194994,0.032,,65.861
41.85228181,0.0231,,65.8699
41.86456895,0.0282,,65.8648
41.87691689,0.0339,,65.8591
41.88957071,0.0458,,65.8472
41.90152192,0.0492,,65.8438
41.913867,0.0333,,65.8597
41.92630291,0.063,,65.83
41.93848896,0.0522,,65.8408
41.95468593,0.0493,,65.8437
41.96711874,0.0502,,65.8428
41.97972798,0.03,,65.863
41.99183488,0.0382,,65.8548
42.00392199,0.0513,,65.8417
42.01622581,0.0665,,65.8265
42.02849293,0.0576,,65.8354
42.04086399,0.069,,65.824
42.05353498,0.073,,65.82
42.06932688,0.0531,,65.8399
42.08182406,0.0718,,65.8212
42.09398985,0.0328,,65.8602
42.10632777,0.0531,,65.8399
42.11857986,0.0553,,65.8377
42.13092303,0.0496,,65.8434
42.14319897,0.0455,,65.8475
42.15560198,0.0529,,65.8401
42.16788006,0.0691,,65.8239
42.18403888,0.0589,,65.8341
42.19679499,0.0797,,65.8133
42.20859814,0.0428,,65.8502
42.22107291,0.0006,,65.8924
42.23326278,0.0269,,65.8661
42.24554992,0.0677,,65.8253
42.25796986,0.0721,,65.8209
42.27129078,0.0419,,65.8511
42.28249097,0.046,,65.847
42.2987299,0.033,,65.86
42.31101084,0.0252,,65.8678
42.32331872,0.047,,65.846
42.33565903,0.0669,,65.8261
42.34794283,0.0668,,65.8262
42.36029911,0.0482,,65.8448
42.37257504,0.0349,,65.8581
42.38495588,0.0242,,65.8688
42.39719296,0.0309,,65.8621
42.41338611,0.0199,,65.8731
42.42567778,0.0355,,65.8575
42.43817973,0.041,,65.852
42.45029593,0.0435,,65.8495
42.46255398,0.0198,,65.8732
42.47495389,0.0063,,65.8867
42.48767376,0.0007,,65.8923
42.49955893,0.0104,,65.8826
42.51188588,0.0371,,65.8559
42.52421188,0.0266,,65.8664
42.54047084,0.0316,,65.8614
42.55276394,0.0295,,65.8635
42.56516576,0.0401,,65.8529
42.57794094,0.0396,,65.8534
42.58965206,0.0428,,65.8502
42.60207009,0.0517,,65.8413
42.61440182,0.0525,,65.8405
42.62690592,0.0584,,65.8346
42.63891697,0.0428,,65.8502
42.65506196,0.0398,,65.8532
42.66731286,0.031,,65.862
42.67982078,0.0352,,65.8578
42.69194698,0.0608,,65.8322
42.70486689,0.0781,,65.8149
