Time (s),Mass (kg),Average weight,Pull force (kg)
12.23438573,66.9848,,13.1352
12.24643874,68.9512,,11.1688
12.258641,69.9995,,10.1205
12.27407694,71.027,,9.093
12.28840685,71.8787,,8.2413
12.30031085,72.5466,,7.5734
12.31195688,73.1263,,6.9937
12.32417083,73.7924,,6.3276
12.33657598,74.5073,,5.6127
12.34897995,75.0326,,5.0874
12.36508894,75.2807,,4.8393
12.37789893,75.2995,,4.8205
12.38972902,74.9471,,5.1729
12.40212703,74.774,,5.346
12.41492796,74.5856,,5.5344
12.42677808,74.2855,,5.8345
12.44302201,73.7832,,6.3368
12.45525503,73.1071,,7.0129
12.46862578,72.4466,,7.6734
12.48175573,72.0401,,8.0799
12.49228382,71.9103,,8.2097
12.50471497,71.989,,8.131
12.52119803,72.6705,,7.4495
12.53677297,73.3551,,6.7649
12.54717588,74.0111,,6.1089
12.55973387,75.0003,,5.1197
12.57222295,76.2199,,3.9001
12.59088778,76.6593,,3.4607
12.59903502,77.2663,,2.8537
12.6123178,78.1447,,1.9753
12.62344384,79.4836,,0.6364
12.63585091,81.0122,,-0.8922
12.64817286,83.0634,,-2.9434
12.66431999,83.2487,,-3.1287
12.67640996,82.7695,,-2.6495
12.68880677,81.7544,,-1.6344
12.70114875,80.4153,,-0.2953
12.71336603,79.1337,,0.9863
12.72568393,78.0846,,2.0354
12.74189472,77.4213,,2.6987
12.75429296,77.0893,,3.0307
12.76654577,77.1698,,2.9502
12.78208876,77.6393,,2.4807
12.79120612,79.5699,,0.5501
12.80413485,80.6018,,-0.4818
12.81975079,81.2845,,-1.1645
12.8321569,81.6515,,-1.5315
12.84431577,81.66,,-1.54
12.85664892,81.268,,-1.148
12.86899304,80.302,,-0.182
12.88133979,78.6586,,1.4614
12.89869189,76.6052,,3.5148
12.91001701,74.6454,,5.4746
12.92232013,73.811,,6.309
12.93452191,75.2067,,4.9133
12.94933391,77.528,,2.592
12.96347308,80.2365,,-0.1165
12.97546482,82.1993,,-2.0793
12.99151492,83.0686,,-2.9486
13.00118804,83.0262,,-2.9062
13.01523709,82.4186,,-2.2986
13.02466083,81.5999,,-1.4799
13.04084182,80.7789,,-0.6589
13.05323482,79.389,,0.731
13.06581807,78.8788,,1.2412
13.07815075,78.5655,,1.5545
13.09014297,78.9154,,1.2046
13.10256982,80.4616,,-0.3416
13.1187408,81.3511,,-1.2311
13.13108706,81.2633,,-1.1433
13.14339495,81.1139,,-0.9939
13.15797186,81.1834,,-1.0634
13.16835809,81.7734,,-1.6534
13.18203211,82.3856,,-2.2656
13.19856191,82.2495,,-2.1295
13.20887494,81.339,,-1.219
13.22113085,80.136,,-0.016
13.23378611,78.9216,,1.1984
13.24581599,77.829,,2.291
13.25829291,76.9681,,3.1519
13.27603698,76.6847,,3.4353
13.29025197,77.0281,,3.0919
13.29938698,77.4596,,2.6604
13.31176114,77.7105,,2.4095
13.32355881,77.9881,,2.1319
13.3398881,78.179,,1.941
13.35219193,78.4616,,1.6584
13.36453485,78.7228,,1.3972
13.37697196,79.1043,,1.0157
13.38917899,79.5204,,0.5996
13.40349293,80.0195,,0.1005
13.41835904,80.4285,,-0.3085
13.430094,80.6585,,-0.5385
13.44238091,80.8895,,-0.7695
13.45487785,81.638,,-1.518
13.46778393,81.4922,,-1.3722
13.47949886,80.8905,,-0.7705
13.49573898,80.2378,,-0.1178
13.50794578,79.8102,,0.3098
13.52009273,79.591,,0.529
13.53249288,79.505,,0.615
13.5450809,79.4921,,0.6279
13.55714893,79.5215,,0.5985
13.57333803,79.5381,,0.5819
13.58567595,79.3719,,0.7481
13.59848595,79.3208,,0.7992
13.61035275,79.5114,,0.6086
13.62264585,79.747,,0.373
13.63496995,79.6237,,0.4963
13.65181208,79.1949,,0.9251
13.66659808,78.5998,,1.5202
13.67660308,77.9385,,2.1815
13.68887997,77.3326,,2.7874
13.70171213,76.7946,,3.3254
13.71864891,76.3327,,3.7873
13.73208189,75.8465,,4.2735
13.74452281,76.4434,,3.6766
13.75410986,77.4595,,2.6605
13.76646185,78.5405,,1.5795
13.78176403,80.1194,,0.0006
13.79454303,81.2622,,-1.1422
13.80708075,81.96,,-1.84
13.8200109,82.2296,,-2.1096
13.83616614,82.3876,,-2.2676
13.84712791,82.3897,,-2.2697
13.85618305,81.3914,,-1.2714
13.87231588,80.8456,,-0.7256
13.88484883,80.6488,,-0.5288
13.89722681,80.6453,,-0.5253
13.90955496,80.5915,,-0.4715
13.92168903,80.4762,,-0.3562
13.93421578,80.3841,,-0.2641
13.95056391,80.2347,,-0.1147
13.96254897,80.0405,,0.0795
13.97477984,79.7565,,0.3635
13.98728704,78.823,,1.297
13.99955487,78.3355,,1.7845
14.01176786,77.9562,,2.1638
14.02798986,77.7492,,2.3708
14.04171681,77.6911,,2.4289
14.05386114,77.7435,,2.3765
14.06903911,77.9352,,2.1848
14.07908392,78.3053,,1.8147
14.0947628,78.8806,,1.2394
14.10698795,79.6599,,0.4601
14.12045407,80.432,,-0.312
14.1337347,81.3822,,-1.2622
14.14292192,81.5494,,-1.4294
14.15548801,81.6007,,-1.4807
14.17128181,81.5319,,-1.4119
14.18380594,81.4248,,-1.3048
14.19597197,81.3784,,-1.2584
14.20830202,81.4603,,-1.3403
14.22059798,81.6715,,-1.5515
14.23293686,81.9121,,-1.7921
14.24915195,82.1695,,-2.0495
14.26149082,82.4362,,-2.3162
14.27387214,82.3579,,-2.2379
14.28650093,82.2335,,-2.1135
14.30451393,82.1246,,-2.0046
14.32779098,81.9744,,-1.8544
14.331779,81.752,,-1.632
14.34086394,81.4693,,-1.3493
14.37214589,81.146,,-1.026
14.38765192,80.8486,,-0.7286
14.39402008,80.6077,,-0.4877
14.39552307,80.442,,-0.322
14.41432381,80.5065,,-0.3865
14.4182899,80.6631,,-0.5431
14.43263984,80.9165,,-0.7965
14.44207788,81.2342,,-1.1142
14.45455003,81.5792,,-1.4592
14.47038579,81.9401,,-1.8201
14.48298907,82.2592,,-2.1392
14.49501681,82.5426,,-2.4226
14.50724697,82.796,,-2.676
14.51953292,82.9286,,-2.8086
14.5332768,82.6691,,-2.5491
14.54823279,82.2576,,-2.1376
14.56058598,81.8162,,-1.6962
14.57301497,81.3624,,-1.2424
14.58655787,80.9324,,-0.8124
14.59747696,80.6081,,-0.4881
14.60997176,80.4287,,-0.3087
14.62606192,80.3959,,-0.2759
14.63835692,80.4645,,-0.3445
14.65326691,80.6287,,-0.5087
14.66296077,81.0101,,-0.8901
14.67519569,81.0803,,-0.9603
14.68755794,81.168,,-1.048
14.70375013,81.3164,,-1.1964
14.71624589,81.4315,,-1.3115
14.72851086,81.5173,,-1.3973
14.74098492,81.5399,,-1.4199
14.75301075,81.4464,,-1.3264
14.76582289,81.2846,,-1.1646
14.78206587,81.097,,-0.977
14.79396605,80.7287,,-0.6087
14.80626392,80.705,,-0.585
14.81859398,80.7333,,-0.6133
14.83093691,80.8223,,-0.7023
14.84718895,80.9494,,-0.8294
14.85951495,81.0333,,-0.9133
14.87174392,81.1,,-0.98
14.88414097,81.1683,,-1.0483
14.89641905,81.2495,,-1.1295
14.90873098,81.3771,,-1.2571
14.92494583,81.471,,-1.351
14.9373188,81.5466,,-1.4266
14.95009184,81.5049,,-1.3849
14.96187997,81.4263,,-1.3063
14.97414494,81.3921,,-1.2721
14.98747897,81.4098,,-1.2898
15.00277591,81.3972,,-1.2772
15.01523185,81.3517,,-1.2317
15.02758598,81.264,,-1.144
15.03978801,81.1406,,-1.0206
15.0521028,81.0859,,-0.9659
15.06445098,81.1955,,-1.0755
15.08064604,81.3311,,-1.2111
15.0930469,81.5053,,-1.3853
15.10532284,81.7205,,-1.6005
15.1176188,81.9233,,-1.8033
15.13063192,82.1076,,-1.9876
15.14219904,82.2035,,-2.0835
15.15919685,82.207,,-2.087
15.1733098,82.1641,,-2.0441
15.18737388,82.1374,,-2.0174
15.19632506,82.1248,,-2.0048
15.21199298,82.0625,,-1.9425
15.22541094,81.9126,,-1.7926
15.23765492,81.6635,,-1.5435
15.25190496,81.3582,,-1.2382
15.26200891,81.065,,-0.945
15.2798388,80.7864,,-0.6664
15.28579807,80.5746,,-0.4546
15.30201006,80.511,,-0.391
15.31415176,80.5882,,-0.4682
15.3265419,80.7062,,-0.5862
15.33882999,80.4378,,-0.3178
15.35110688,79.9273,,0.1927
15.36344171,79.4895,,0.6305
15.37957382,79.4441,,0.6759
15.39194489,79.7178,,0.4022
15.40421915,80.1238,,-0.0038
15.41730595,80.5452,,-0.4252
15.43835378,80.817,,-0.697
15.45219803,80.8291,,-0.7091
15.45849395,80.6436,,-0.5236
15.47205806,79.9614,,0.1586
15.48290873,80.5051,,-0.3851
15.49430799,81.2611,,-1.1411
15.50662589,81.7132,,-1.5932
15.51906991,81.9205,,-1.8005
15.53617883,81.9112,,-1.7912
15.54759502,81.7323,,-1.6123
15.55987883,81.3683,,-1.2483
15.57220697,80.8967,,-0.7767
15.58456588,80.5497,,-0.4297
15.6007638,80.1594,,-0.0394
15.61308479,79.671,,0.449
15.62538385,78.9516,,1.1684
15.63763881,78.2298,,1.8902
15.65178895,77.715,,2.405
15.66246891,77.4525,,2.6675
15.67913175,77.4061,,2.7139
15.69087672,77.5624,,2.5576
15.70419288,77.8572,,2.2628
15.71555877,78.1621,,1.9579
15.72786403,78.5183,,1.6017
15.74027801,78.4897,,1.6303
15.75646305,78.3765,,1.7435
15.76871181,78.2492,,1.8708
15.78679085,78.2432,,1.8768
15.79524875,78.432,,1.688
15.80595088,78.7023,,1.4177
15.82061791,78.9916,,1.1284
15.83537889,79.2513,,0.8687
15.84765792,79.4091,,0.7109
15.85995483,79.4685,,0.6515
15.87129283,79.4236,,0.6964
15.88604593,79.4635,,0.6565
15.89757895,79.6064,,0.5136
15.91214085,79.826,,0.294
15.92439389,80.0025,,0.1175
15.93676209,80.0555,,0.0645
15.94905996,79.9934,,0.1266
15.96140099,79.774,,0.346
15.97756386,79.4423,,0.6777
15.98995495,79.2003,,0.9197
16.00221777,79.4162,,0.7038
16.01448178,79.6915,,0.4285
16.02679706,79.8806,,0.2394
16.03965998,79.9323,,0.1877
16.05543184,79.8971,,0.2229
16.06942296,79.8113,,0.3087
16.08119488,79.7065,,0.4135
16.09234715,79.6028,,0.5172
16.10616088,79.5001,,0.6199
16.11940384,79.3613,,0.7587
16.13512278,79.1192,,1.0008
16.14571476,79.1013,,1.0187
16.15808678,79.1309,,0.9891
16.17084885,79.1795,,0.9405
16.18658495,79.2309,,0.8891
16.19517589,79.2797,,0.8403
16.21104193,79.2832,,0.8368
16.22413898,79.3053,,0.8147
16.23571706,79.4424,,0.6776
16.24805975,79.6104,,0.5096
16.26041007,79.6823,,0.4377
16.27267599,79.4777,,0.6423
16.29006577,79.4041,,0.7159
16.30202484,79.4011,,0.7189
16.31951404,79.4174,,0.7026
16.33267498,79.4298,,0.6902
16.3384738,79.4126,,0.7074
16.35920596,79.3545,,0.7655
16.37486196,79.284,,0.836
16.38791275,79.2473,,0.8727
16.39477897,79.3128,,0.8072
16.40400672,79.6205,,0.4995
16.41947889,79.7943,,0.3257
16.43494391,79.91,,0.21
16.44761682,79.9885,,0.1315
16.45693302,80.0234,,0.0966
16.46956801,80.0364,,0.0836
16.48465776,80.0637,,0.0563
16.49659586,80.1017,,0.0183
16.510041,80.1893,,-0.0693
16.52236199,80.2304,,-0.1104
16.53740788,80.0171,,0.1029
16.54762197,79.8494,,0.2706
16.55933094,79.7075,,0.4125
16.57169986,79.6125,,0.5075
16.58793783,79.6099,,0.5101
16.60018492,79.6939,,0.4261
16.61299801,79.8319,,0.2881
16.62492108,80.0816,,0.0384
16.63717604,80.4663,,-0.3463
16.64970684,80.9125,,-0.7925
16.6659379,81.5957,,-1.4757
16.678128,81.5929,,-1.4729
16.69034886,81.4017,,-1.2817
16.70258093,81.0636,,-0.9436
16.71504188,80.6788,,-0.5588
16.73119998,80.32,,-0.2
16.74352503,80.0918,,0.0282
16.75594783,80.031,,0.089
16.76819801,80.125,,-0.005
16.7805059,80.209,,-0.089
16.79357409,80.3187,,-0.1987
16.81066585,80.4121,,-0.2921
16.82139587,80.2982,,-0.1782
16.83966398,80.0643,,0.0557
16.84605408,79.7842,,0.3358
16.85907388,79.5795,,0.5405
16.8708148,79.4305,,0.6895
16.88692904,79.4176,,0.7024
16.90211701,79.5523,,0.5677
16.92049193,79.7785,,0.3415
16.92611599,80.0592,,0.0608
16.93805408,80.5835,,-0.4635
16.95261192,80.7191,,-0.5991
16.96887398,80.7392,,-0.6192
16.97702503,80.7029,,-0.5829
16.98934293,80.5651,,-0.4451
17.00163507,80.3329,,-0.2129
17.01401687,80.0611,,0.0589
17.02626777,79.8694,,0.2506
17.04294491,79.7599,,0.3601
17.05485797,79.683,,0.437
17.06879592,79.6341,,0.4859
17.07948375,79.6927,,0.4273
17.09229994,79.8152,,0.3048
17.10796881,79.9961,,0.1239
17.12029195,80.1548,,-0.0348
17.13267708,80.2381,,-0.1181
17.14497495,80.2015,,-0.0815
17.15775084,80.0985,,0.0215
17.16980076,79.9984,,0.1216
17.18607497,79.9353,,0.1847
17.19836211,79.868,,0.252
17.21110702,79.8437,,0.2763
17.22284007,79.7953,,0.3247
17.23515391,79.7481,,0.3719
17.24744892,79.7376,,0.3824
17.26366401,79.782,,0.338
17.27596092,79.8055,,0.3145
17.28847504,79.7757,,0.3443
17.30495572,79.693,,0.427
17.313164,79.5741,,0.5459
17.32617784,79.4644,,0.6556
17.34349489,79.4095,,0.7105
17.35468578,79.4673,,0.6527
17.36997795,79.5635,,0.5565
17.37895894,79.6317,,0.4883
17.3910358,79.6864,,0.4336
17.40373898,79.659,,0.461
17.41934586,79.5395,,0.5805
17.43177009,79.3383,,0.7817
17.4439559,79.1039,,1.0161
17.45627594,78.8837,,1.2363
17.46857595,78.649,,1.471
17.48478985,78.7167,,1.4033
17.49719787,78.865,,1.255
17.50955009,79.0534,,1.0666
17.52179098,79.2221,,0.8979
17.53678513,79.3785,,0.7415
17.55524302,79.465,,0.655
17.571877,79.5196,,0.6004
17.57495093,79.6033,,0.5167
17.58850789,79.7148,,0.4052
17.61035109,79.8459,,0.2741
17.61218715,80.2069,,-0.0869
17.62590194,80.4771,,-0.3571
17.64513779,80.8227,,-0.7027
17.6539979,81.1683,,-1.0483
17.66554213,81.4316,,-1.3116
17.67775083,81.561,,-1.441
17.69097281,81.6448,,-1.5248
17.70461583,81.6525,,-1.5325
17.71950412,81.6577,,-1.5377
17.73062587,81.644,,-1.524
17.7440989,81.4107,,-1.2907
17.75556302,81.332,,-1.212
17.76816511,81.3702,,-1.2502
17.78397584,81.5271,,-1.4071
17.79838896,81.752,,-1.632
17.80847692,82.0145,,-1.8945
17.82178283,82.3691,,-2.2491
17.83411598,82.712,,-2.592
17.84539294,82.8845,,-2.7645
17.86177611,82.866,,-2.746
17.87396193,82.3378,,-2.2178
17.88704491,82.133,,-2.013
17.89863586,82.0566,,-1.9366
17.91113901,82.0518,,-1.9318
17.92325091,81.976,,-1.856
17.93948579,81.7869,,-1.6669
17.95180988,81.5073,,-1.3873
17.964113,81.2247,,-1.1047
17.9763689,80.9743,,-0.8543
17.9887619,80.7558,,-0.6358
18.00114775,80.502,,-0.382
18.01729202,79.8974,,0.2226
18.02965498,79.6176,,0.5024
18.04302311,79.3947,,0.7253
18.05439687,79.2443,,0.8757
18.07174706,79.1368,,0.9832
18.07897115,79.1061,,1.0139
18.09666085,79.075,,1.045
18.10767293,79.0482,,1.0718
18.12247801,79.0231,,1.0969
18.13689184,78.9949,,1.1251
18.14443278,79.0573,,1.0627
18.16066885,79.1403,,0.9797
18.17706108,79.1133,,1.0067
18.18862295,79.056,,1.064
18.19896078,78.9736,,1.1464
18.21253586,78.8703,,1.2497
18.22328901,78.7528,,1.3672
18.23841977,78.6548,,1.4652
18.25079179,78.5143,,1.6057
18.26312113,78.3524,,1.7676
18.27579474,78.0094,,2.1106
18.29425287,77.7949,,2.3251
18.30639291,77.518,,2.602
18.31739211,77.2838,,2.8362
18.32939196,77.2102,,2.9098
18.34092307,77.2226,,2.8974
18.35324001,77.2977,,2.8223
18.36559391,77.4333,,2.6867
18.37802887,77.6249,,2.4951
18.39415383,77.8451,,2.2749
18.40649295,78.2178,,1.9022
18.41875386,78.3106,,1.8094
18.43108988,78.2852,,1.8348
18.44329691,78.152,,1.968
18.45570397,77.9687,,2.1513
18.47196388,77.8212,,2.2988
18.48444891,77.7523,,2.3677
18.49669909,77.8066,,2.3134
18.50889587,77.9438,,2.1762
18.52122498,78.0632,,2.0568
18.53744674,78.1773,,1.9427
18.54976773,78.4985,,1.6215
18.56205797,78.7315,,1.3885
18.57435393,78.9381,,1.1819
18.58665109,79.0665,,1.0535
18.59907699,79.0278,,1.0922
18.61550784,78.8555,,1.2645
18.62755609,78.6322,,1.4878
18.63993096,78.4715,,1.6485
18.65220189,78.4341,,1.6859
18.66472006,78.4146,,1.7054
18.67707109,78.498,,1.622
18.6943531,78.6613,,1.4587
18.70958781,78.7977,,1.3223
18.72030091,78.9125,,1.2075
18.73000789,79.0082,,1.1118
18.7423799,79.0868,,1.0332
18.75460291,79.0937,,1.0263
18.77100301,79.0582,,1.0618
18.78681684,79.0338,,1.0862
18.79636288,78.9781,,1.1419
18.81262898,79.0169,,1.1031
18.82257509,78.9924,,1.1276
18.84074211,78.918,,1.202
18.85049486,78.8527,,1.2673
18.86186695,78.8721,,1.2479
18.88166499,78.9482,,1.1718
18.8897469,79.046,,1.074
18.90131879,79.1755,,0.9445
18.91431689,79.2396,,0.8804
18.92660093,79.0685,,1.0515
18.93894792,78.757,,1.363
18.95134997,78.0725,,2.0475
18.96354079,77.8617,,2.2583
18.97577906,77.7845,,2.3355
18.99207497,77.8731,,2.2469
19.00505185,78.0084,,2.1116
19.01679087,78.1071,,2.0129
19.0290668,78.2051,,1.9149
19.041574,78.4276,,1.6924
19.06009293,78.7097,,1.4103
19.07481003,78.8001,,1.3199
19.09398389,78.4941,,1.6259
19.10384393,78.513,,1.607
19.12070894,78.571,,1.549
19.12191296,78.6456,,1.4744
19.13724995,78.7826,,1.3374
19.15805483,78.8575,,1.2625
19.16235495,78.8764,,1.2436
19.1741879,78.8446,,1.2754
19.18659711,78.8065,,1.3135
19.19719601,78.6901,,1.4299
19.21270394,78.3307,,1.7893
19.22593403,78.2856,,1.8344
19.23898292,78.3287,,1.7913
19.25073886,78.4028,,1.7172
19.2630899,78.4616,,1.6584
19.27526903,78.4109,,1.7091
19.29159689,78.2699,,1.8501
19.30387497,78.1283,,1.9917
19.31787276,78.0849,,2.0351
19.32971597,78.1373,,1.9827
19.34048676,78.2906,,1.8294
19.35268807,78.5416,,1.5784
19.36903501,78.5743,,1.5457
19.38122392,78.6354,,1.4846
19.39347816,78.7158,,1.4042
19.40577793,78.7398,,1.3802
19.42330885,78.7498,,1.3702
19.44898605,78.7246,,1.3954
19.45868993,78.6633,,1.4567
19.45977592,78.5921,,1.5279
19.47146797,78.4362,,1.6838
19.48369789,78.2079,,1.9121
19.49651814,77.9956,,2.1244
19.50833678,77.7688,,2.3512
19.52457285,77.6091,,2.5109
19.53687382,77.6056,,2.5144
19.54920173,77.6474,,2.4726
19.56334591,77.7079,,2.4121
19.57386589,77.7685,,2.3515
19.58620787,77.6687,,2.4513
19.60243487,77.4112,,2.7088
19.61466599,77.0361,,3.0839
19.627002,77.0162,,3.1038
19.63928294,77.0805,,3.0395
19.65158892,77.1457,,2.9743
19.66794896,77.1651,,2.9549
19.68019795,77.1486,,2.9714
19.69254279,77.1831,,2.9369
19.70496297,77.2769,,2.8431
19.71740198,77.3616,,2.7584
19.72978091,77.474,,2.646
19.7456789,77.63,,2.49
19.75798798,77.8178,,2.3022
19.77062798,77.8345,,2.2855
19.78277898,77.7791,,2.3409
19.7955699,77.6411,,2.4789
19.80736876,77.4573,,2.6627
19.82354498,77.3296,,2.7904
19.83854508,77.2952,,2.8248
19.84886074,77.3629,,2.7571
19.86471701,77.5572,,2.5628
19.87295413,77.8594,,2.2606
19.88568997,78.1998,,1.9202
19.90758705,78.1995,,1.9205
19.91363096,78.1166,,2.0034
19.92601013,78.0243,,2.0957
19.93833113,77.918,,2.202
19.95064497,77.822,,2.298
19.96289492,77.773,,2.347
19.97916484,77.8299,,2.2901
19.99150681,77.9516,,2.1684
20.00383592,78.1183,,2.0017
20.01614404,78.3304,,1.7896
20.02872396,78.368,,1.752
20.04473805,78.3517,,1.7683
20.05775881,78.2971,,1.8229
20.07013702,78.2827,,1.8373
20.08706284,78.2351,,1.8849
20.10534191,78.146,,1.974
20.10648084,78.0866,,2.0334
20.12255287,78.0844,,2.0356
20.139467,78.0902,,2.0298
20.15194488,78.11,,2.01
20.15973282,78.1418,,1.9782
20.17318606,78.1865,,1.9335
20.18682384,78.1729,,1.9471
20.20330596,78.1219,,1.9981
20.21493983,78.0781,,2.0419
20.22603893,78.0452,,2.0748
20.23770905,78.0022,,2.1178
20.25416183,77.9688,,2.1512
20.26219583,78.0123,,2.1077
20.27822685,78.1266,,1.9934
20.29265881,78.2696,,1.8504
20.30357504,78.2398,,1.8802
20.31518197,78.1603,,1.9597
20.32850289,78.0095,,2.1105
20.33981895,77.8311,,2.2889
20.35616183,77.6937,,2.4263
20.36833882,77.5871,,2.5329
20.38058281,77.5479,,2.5721
20.39298391,77.5559,,2.5641
20.40528512,77.5707,,2.5493
20.42414999,77.64,,2.48
20.43831992,77.7544,,2.3656
20.4467268,77.8561,,2.2639
20.45848179,77.9486,,2.1714
20.47185493,78.0224,,2.0976
20.48354292,78.0939,,2.0261
20.49928904,78.1168,,2.0032
20.51169205,78.0852,,2.0348
20.52400184,78.0346,,2.0854
20.53802991,77.9672,,2.1528
20.54908299,77.8253,,2.2947
20.56225705,77.7205,,2.3995
20.57718492,77.6417,,2.4783
20.59121084,77.6249,,2.4951
20.60184789,77.6626,,2.4574
20.62254,77.6558,,2.4642
20.62965894,77.5952,,2.5248
20.63946486,77.53,,2.59
20.65524793,77.5695,,2.5505
20.66733575,77.7083,,2.4117
20.67968607,77.8181,,2.3019
20.69213986,77.9066,,2.2134
20.70434499,77.8491,,2.2709
20.71669698,77.7577,,2.3623
20.73281193,77.6871,,2.4329
20.74513984,77.7184,,2.4016
20.75747705,77.8104,,2.3096
20.76978993,77.9475,,2.1725
20.78242612,78.0617,,2.0583
20.79838204,78.0919,,2.0281
20.81069088,78.1068,,2.0132
20.82361484,78.189,,1.931
20.83694887,78.2385,,1.8815
20.84776115,78.2121,,1.9079
20.86221576,78.1597,,1.9603
20.87616682,78.0562,,2.0638
20.89074302,77.9452,,2.1748
20.90434289,77.8544,,2.2656
20.92300582,77.8431,,2.2769
20.93021798,77.8034,,2.3166
20.93768382,77.7259,,2.3941
20.9540658,77.576,,2.544
20.9663558,77.5336,,2.5864
20.97856402,77.5574,,2.5626
20.99090791,77.6729,,2.4471
21.00330496,77.8421,,2.2779
21.01560283,78.0027,,2.1173
21.03176808,78.1302,,1.9898
21.0447619,78.2305,,1.8895
21.066149,78.3185,,1.8015
21.0750289,78.2803,,1.8397
21.08609891,78.1858,,1.9342
21.09575891,78.1148,,2.0052
21.10975504,77.9545,,2.1655
21.12490201,77.8083,,2.3117
21.1430788,77.764,,2.356
21.147053,77.7775,,2.3425
21.15951896,77.7651,,2.3549
21.17513013,77.7155,,2.4045
21.18745995,77.7081,,2.4119
21.19977903,77.6783,,2.4417
21.2120707,77.6692,,2.4508
21.22433877,77.8303,,2.2897
21.23706102,77.8804,,2.2396
21.25343299,77.8893,,2.2307
21.26540375,77.9196,,2.2004
21.27753115,77.9011,,2.2189
21.29046893,77.7978,,2.3222
21.30283475,77.6928,,2.4272
21.31576991,77.5755,,2.5445
21.33083701,77.4546,,2.6654
21.351408,77.4375,,2.6825
21.35544086,77.5325,,2.5875
21.36778092,77.6047,,2.5153
21.38012886,77.6656,,2.4544
21.39239287,77.7454,,2.3746
21.40859199,77.7877,,2.3323
21.42150903,77.8231,,2.2969
21.43329787,77.8608,,2.2592
21.44559097,77.8587,,2.2613
21.45793295,77.8069,,2.3131
21.47052383,77.6855,,2.4345
21.48683,77.5696,,2.5504
21.49877286,77.2719,,2.8481
21.51105499,77.1826,,2.9374
21.52338696,77.2165,,2.9035
21.53590703,77.3597,,2.7603
21.5529089,77.4588,,2.6612
21.56425595,77.523,,2.597
21.57653594,77.4939,,2.6261
21.58885908,77.4305,,2.6895
21.60121989,77.4239,,2.6961
21.6135788,77.5125,,2.6075
21.62972474,77.9066,,2.2134
21.64203215,77.9873,,2.1327
21.65443707,77.9531,,2.1669
21.66683578,77.819,,2.301
21.67900681,77.6265,,2.4935
21.69129682,77.4599,,2.6601
21.70759177,77.3484,,2.7716
21.72041988,77.3095,,2.8105
21.73224187,77.2781,,2.8419
21.74458098,77.2783,,2.8417
21.75686789,77.2883,,2.8317
